"DOTA_Tooltip_modifier_star_indicator" 		"星级"
"DOTA_Tooltip_ability_oracle_2" 				"命运逆转"
"DOTA_Tooltip_ability_oracle_2_Description" 	"当友方英雄死亡时，立刻复活并回复其部分生命值，并对预兆者周围的敌人造成范围伤害。"
"DOTA_Tooltip_ability_oracle_2_health_regen_pct" 	"%复活生命值："
"DOTA_Tooltip_ability_oracle_2_damage_pct" 			"%复活伤害：回复生命值*"
"DOTA_Tooltip_ability_oracle_3" 				"预兆"
"DOTA_Tooltip_ability_oracle_3_Description" 	"友方英雄受到致死伤害时延迟死亡，嘲讽周围敌人，并在真正死亡时造成范围伤害。"
"DOTA_Tooltip_ability_oracle_3_radius" 			"嘲讽范围："
"DOTA_Tooltip_ability_oracle_3_magical2magical"	"%预兆伤害：承受伤害*"
"DOTA_Tooltip_ability_oracle_3_abilityduration" "延迟死亡时间："
"DOTA_Tooltip_modifier_oracle_3_active"						"预兆"
"DOTA_Tooltip_modifier_oracle_3_active_Description"			"延迟死亡，并在死亡时造成范围伤害"

// 月公主
"DOTA_Tooltip_ability_mirana_1"							"星光"
"DOTA_Tooltip_ability_mirana_1_Description"				"月公主的攻击会给目标堆叠星光。且每攻击%max_count%次后造成一次分裂魔法箭攻击。\n<h1>星光</h1>减少魔法防御力。"
"DOTA_Tooltip_ability_mirana_1_arrow_count"				"魔法箭数量："
"DOTA_Tooltip_ability_mirana_1_damage_pct"				"%魔法箭伤害：魔法攻击*"
"DOTA_Tooltip_ability_mirana_1_magical_armor_reduce"	"%每层星光魔法防御力减少："
"DOTA_Tooltip_ability_mirana_1_abilityduration"			"星光持续时间："
"DOTA_Tooltip_ability_mirana_1_max_stack"				"星光最大堆叠："
"DOTA_Tooltip_modifier_mirana_1_buff"					"星光"
"DOTA_Tooltip_modifier_mirana_1_buff_Description"		"魔法护甲降低%dMODIFIER_PROPERTY_TOOLTIP%%%"
"DOTA_Tooltip_ability_mirana_2"							"满月"
"DOTA_Tooltip_ability_mirana_2_Description"				"当敌人身上堆满星光，月公主都会落下一颗流星对其造成伤害。随后月公主的攻击力提高，攻击力会在回合结束后消失。"
"DOTA_Tooltip_ability_mirana_2_max_count"				"攻击力最大堆叠层数："
"DOTA_Tooltip_ability_mirana_2_damage_pct"				"%每次星落伤害：魔法攻击*"
"DOTA_Tooltip_ability_mirana_2_attack_bonus_pct"		"%每次星落魔攻提升："
"DOTA_Tooltip_modifier_mirana_2_buff"					"满月"
"DOTA_Tooltip_modifier_mirana_2_buff_Description"		"提升%dMODIFIER_PROPERTY_TOOLTIP%%%魔法攻击力"
"DOTA_Tooltip_ability_mirana_3" 						"月之祝福"
"DOTA_Tooltip_ability_mirana_3_Description" 			"一定时间内减少范围内友军魔法消耗值。"
"DOTA_Tooltip_ability_mirana_3_radius"					"范围："
"DOTA_Tooltip_ability_mirana_3_manacost_reduce"			"%魔法消耗减少： "
"DOTA_Tooltip_ability_mirana_3_duration"				"持续时间: "
"DOTA_Tooltip_modifier_mirana_3_buff" 					"月之祝福"
"DOTA_Tooltip_modifier_mirana_3_buff_Description" 		"降低%dMODIFIER_PROPERTY_TOOLTIP%%%魔法消耗"

// 猎手索鲁克
"DOTA_Tooltip_ability_bounty_hunter_3" 						"赏金"
"DOTA_Tooltip_ability_bounty_hunter_3_Description" 			"悬赏一个敌方怪物，降低其物理和魔法护甲。猎手索鲁克与队友对其造成伤害时能获取一定的赏金。"
"DOTA_Tooltip_ability_bounty_hunter_3_armor_reduce_pct"		"%护甲降低："
"DOTA_Tooltip_ability_bounty_hunter_3_bounty" 				"每个单位最大赏金："
"DOTA_Tooltip_modifier_bounty_hunter_3_debuff" 				"赏金"
"DOTA_Tooltip_modifier_bounty_hunter_3_debuff_Description" 	"该单位已经被悬赏，护甲降低且被伤害后提供额外金钱"
"DOTA_Tooltip_ability_bounty_hunter_1" 						"投掷飞镖"
"DOTA_Tooltip_ability_bounty_hunter_1_Description" 			"向一名敌方单位掷出一枚致命的飞镖，造成伤害并弹射到周围的单位身上。"
"DOTA_Tooltip_ability_bounty_hunter_1_bounce_count" 		"弹射次数："
"DOTA_Tooltip_ability_bounty_hunter_1_physical2physical" 	"%物理伤害系数："
"DOTA_Tooltip_ability_bounty_hunter_2" 						"烟雾弹"
"DOTA_Tooltip_ability_bounty_hunter_2_Description" 			"丢下一个烟雾弹，使其中的友方单位增加闪避率，且赏金每次攻击都会造成暴击。"
"DOTA_Tooltip_ability_bounty_hunter_2_abilityduration" 		"持续时间："
"DOTA_Tooltip_ability_bounty_hunter_2_radius" 				"影响范围："
"DOTA_Tooltip_ability_bounty_hunter_2_attack_miss" 			"%闪避几率："
// "DOTA_Tooltip_ability_bounty_hunter_2_movespeed_reduce_pct" "%移速降低："
"DOTA_Tooltip_ability_bounty_hunter_2_crit_mult" 			"%暴击倍数："
//"DOTA_Tooltip_ability_bounty_hunter_2_physical2physical" 	"%物理伤害系数："
"DOTA_Tooltip_modifier_bounty_hunter_2_buff" 				"烟雾弹"
"DOTA_Tooltip_modifier_bounty_hunter_2_buff_Description" 	"烟雾弹中获得暴击"
"DOTA_Tooltip_modifier_bounty_hunter_2_debuff" 				"烟雾弹"
"DOTA_Tooltip_modifier_bounty_hunter_2_debuff_Description" 	"增加闪避率"

// 戴泽
"DOTA_Tooltip_ability_dazzle_1" 					"暗影波"
"DOTA_Tooltip_ability_dazzle_1_Description" 		"放出一道能量弧，可以瞬间跳跃至目标附近的队友，治疗的同时还将对附近的敌人造成易伤效果。施放暗影波时暗影侍僧必定会享受到治疗效果。\n<h1>易伤</h1>每层带来10%伤害加深。"
"DOTA_Tooltip_ability_dazzle_1_heal_factor" 		"%治疗：魔法攻击*"
"DOTA_Tooltip_ability_dazzle_1_radius" 				"易伤作用范围："
"DOTA_Tooltip_ability_dazzle_1_abilityduration" 	"易伤持续时间："
"DOTA_Tooltip_ability_dazzle_1_max_targets" 	"最大治疗数量："
"DOTA_Tooltip_ability_dazzle_2" 					"灵魂收割"
"DOTA_Tooltip_ability_dazzle_2_Description" 		"死亡英雄的灵魂会飞向暗影侍僧，然后在它旁边产生一个幻影，幻影继承一定比例的攻击力。幻影不可以释放主动技能。"
"DOTA_Tooltip_ability_dazzle_2_attack_pct" 			"%幻影继承攻击力："
"DOTA_Tooltip_ability_dazzle_3" 					"薄葬"
"DOTA_Tooltip_ability_dazzle_3_Description" 		"阵亡的英雄可以再持续作战一段时间。"
"DOTA_Tooltip_ability_dazzle_3_abilityduration" 	"持续时间："
"DOTA_Tooltip_modifier_dazzle_3_grave"				"薄葬"
"DOTA_Tooltip_modifier_dazzle_3_grave_Description"	"一段时间内不会死亡"

// 乌合之众
"DOTA_Tooltip_ability_meepo_1" 				         "奋力一击"
"DOTA_Tooltip_ability_meepo_1_Description" 	         "乌合之众攻击时有一定概率敲晕敌人，每次击晕敌人后都会暂时增加乌合之众的攻击力。"
"DOTA_Tooltip_ability_meepo_1_chance" 	             "%击晕概率："
"DOTA_Tooltip_ability_meepo_1_stun_time" 	         "眩晕时间："
"DOTA_Tooltip_ability_meepo_1_attack_bonus"      	 "攻击力提升："
"DOTA_Tooltip_ability_meepo_1_duration"      	     "攻击力提升时间："
"DOTA_Tooltip_modifier_meepo_1_buff" 				 "奋力一击"
"DOTA_Tooltip_modifier_meepo_1_buff_Description" 	 "攻击力提升%dMODIFIER_PROPERTY_TOOLTIP%"
"DOTA_Tooltip_ability_meepo_2" 				         "审时度势"
"DOTA_Tooltip_ability_meepo_2_Description"			 "当乌合之众的生命值较低时将禁锢并伤害周围敌人，将自身传送到回合初始位置并恢复部分血量。"
"DOTA_Tooltip_ability_meepo_2_trigger_health_pct"	 "%触发生命值百分比："
"DOTA_Tooltip_ability_meepo_2_health_recover"        "%生命值恢复： "
"DOTA_Tooltip_ability_meepo_2_time_delay"            "禁锢时间： "
"DOTA_Tooltip_ability_meepo_2_damage" 	             "%伤害：物理攻击*"
"DOTA_Tooltip_ability_meepo_2_radius" 	             "伤害范围："
"DOTA_Tooltip_ability_meepo_3" 				         "同流合污"
"DOTA_Tooltip_ability_meepo_3_Description" 	         "召唤数个相同的复制体一起加入战斗，复制体之间效果独立。"
"DOTA_Tooltip_ability_meepo_3_illusion_count" 		 "召唤个数："
"DOTA_Tooltip_modifier_meepo_3" 				     "同流合污"
"DOTA_Tooltip_modifier_meepo_3_Description" 	     "乌合之众个体"

// 笔仙
"DOTA_Tooltip_ability_grimstrokeA_1"						"命运之笔"
"DOTA_Tooltip_ability_grimstrokeA_1_Description"			"笔仙普攻在前方画出一道墨迹，造成伤害随命中敌人数增加。"
"DOTA_Tooltip_ability_grimstrokeA_1_magical2magical"		"%墨迹伤害：魔法攻击*"
"DOTA_Tooltip_ability_grimstrokeA_1_damage_deepen"			"%每个敌人伤害提高："
//"DOTA_Tooltip_ability_grimstrokeA_1_distance"				"最大距离："
"DOTA_Tooltip_ability_grimstrokeA_1_Lore"					"- 命中缚魂目标时，在锁链处额外画出一道墨迹"
"DOTA_Tooltip_ability_grimstrokeA_2"						"缚魂"
"DOTA_Tooltip_ability_grimstrokeA_2_Description"			"使用锁链连接两个敌人，被锁链束缚的敌人将会持续眩晕。缚魂单位受到的伤害会传递给另一链接单位。"
"DOTA_Tooltip_ability_grimstrokeA_2_distance"				"束缚范围："
"DOTA_Tooltip_ability_grimstrokeA_2_damage_pct"				"%锁链伤害：敌人承受伤害*"
"DOTA_Tooltip_ability_grimstrokeA_2_abilityduration"		"锁链持续时间："
"DOTA_Tooltip_ability_grimstrokeA_2_Lore"					"- 只有一名敌人时，锁链会连接该敌人自身"
"DOTA_Tooltip_modifier_grimstrokeA_2_chain"					"缚魂"
"DOTA_Tooltip_modifier_grimstrokeA_2_chain_Description"		"被锁链连接，承受另一连接对象的伤害"
"DOTA_Tooltip_modifier_grimstrokeA_2_chain_link"					"缚魂"
"DOTA_Tooltip_modifier_grimstrokeA_2_chain_link_Description"		"被锁链连接，承受另一连接对象的伤害"
"DOTA_Tooltip_ability_grimstrokeA_3"						"画地为牢"
"DOTA_Tooltip_ability_grimstrokeA_3_Description"			"在地上画出一个符咒，%delay%秒之后对符咒内的敌人造成伤害和缠绕，并回复笔仙的生命值。\n\n画地为牢的伤害会被范围内的敌人分摊"
"DOTA_Tooltip_ability_grimstrokeA_3_radius"					"作用范围："
"DOTA_Tooltip_ability_grimstrokeA_3_magical_factor"			"%符咒伤害：魔法攻击*"
"DOTA_Tooltip_ability_grimstrokeA_3_abilityduration"		"缠绕时间："
"DOTA_Tooltip_ability_grimstrokeA_3_heal_pct"				"%回复生命值：造成伤害*"

// 摆渡人
"DOTA_Tooltip_ability_warlockA_1"							"致命链接"
"DOTA_Tooltip_ability_warlockA_1_Description"				"摆渡人将一个主目标的灵魂和%search_aoe%范围内其他单位链接起来，主目标受到的部分伤害将会传递给其他链接单位。"
"DOTA_Tooltip_ability_warlockA_1_bond_count"				"链接人数："
"DOTA_Tooltip_ability_warlockA_1_duration"					"持续时间："
"DOTA_Tooltip_ability_warlockA_1_Lore"						"- 主目标死亡或者消失，则会依链接顺序在其他单位中产生新的主目标"
"DOTA_Tooltip_modifier_warlockA_fatal_bonds"				"致命链接"
"DOTA_Tooltip_modifier_warlockA_fatal_bonds_Description"	"被摆渡人链接的主灵魂，受到伤害的%dMODIFIER_PROPERTY_TOOLTIP%%%会传递给其他链接单位"
"DOTA_Tooltip_ability_warlockA_1_damage_giving" 			"%伤害传递："
"DOTA_Tooltip_ability_warlockA_2" 							"挽魂之歌"
"DOTA_Tooltip_ability_warlockA_2_Description" 				"当友方英雄或者其化身死亡时，释放魂之挽歌，造成巨额伤害。"
"DOTA_Tooltip_ability_warlockA_2_Lore"      				"- 友方英雄的幻象消失不触发该技能"
"DOTA_Tooltip_ability_warlockA_2_damage_pct" 				"%魔法伤害：魔法攻击* "
"DOTA_Tooltip_ability_warlockA_2_requiem_line_speed" 		"弹道速度：  "
"DOTA_Tooltip_ability_warlockA_2_requiem_radius" 			"挽歌半径： "
"DOTA_Tooltip_modifier_warlockA_2" 							"挽魂之歌"
"DOTA_Tooltip_modifier_warlockA_2_Description" 				"消耗能量释放挽魂之歌"
"DOTA_Tooltip_ability_warlockA_3" 							"摆渡"
"DOTA_Tooltip_ability_warlockA_3_Description" 				"摆渡者会和距离最近的英雄达成契约，当契约人血量过低时，摆渡者和契约人同时恢复生命。"
"DOTA_Tooltip_ability_warlockA_3_health_trigle_pct" 		"%契约者血量阈值： "
"DOTA_Tooltip_ability_warlockA_3_heatlh_recover_pct" 		"%每秒恢复生命值： "
"DOTA_Tooltip_ability_warlockA_3_duration" 					"持续时间： "
"DOTA_Tooltip_modifier_warlockA_3" 							"摆渡契约"
"DOTA_Tooltip_modifier_warlockA_3_Description" 				"契约双方血量低于%dMODIFIER_PROPERTY_TOOLTIP%%%时，回复双方血量"
"DOTA_Tooltip_modifier_warlockA_3_buff" 					"摆渡契约"
"DOTA_Tooltip_modifier_warlockA_3_buff_Description" 		"契约双方血量低于%dMODIFIER_PROPERTY_TOOLTIP%%%时，回复双方血量"
"DOTA_Tooltip_modifier_warlockA_3_heal" 					"摆渡"
"DOTA_Tooltip_modifier_warlockA_3_heal_Description" 		"快速回复生命值"

// 自然呼唤者
"DOTA_Tooltip_ability_naturecaller_1" 								"树人守护"
"DOTA_Tooltip_ability_naturecaller_1_Description" 					"缠绕一个敌人，造成持续伤害，同时目标身边召唤一个树人。"
"DOTA_Tooltip_ability_naturecaller_1_damage_perseconds_pct" 		"%缠绕伤害：魔法攻击*"
"DOTA_Tooltip_ability_naturecaller_1_duration" 						"缠绕持续时间："
"DOTA_Tooltip_ability_naturecaller_1_tree_attack_bonus" 			"攻击提升："
"DOTA_Tooltip_ability_naturecaller_1_abilityduration" 				"树人持续时间："
"DOTA_Tooltip_modifier_tree_buff" 				                    "树人光环"
"DOTA_Tooltip_modifier_tree_buff_Description" 				        "攻击力提升%dMODIFIER_PROPERTY_TOOLTIP%点"
"DOTA_Tooltip_modifier_naturecaller_summon_attribute" 				"树人等级"
"DOTA_Tooltip_ability_naturecaller_2" 								"宁静之光"
"DOTA_Tooltip_ability_naturecaller_2_Description" 					"召唤树人时回复树人周围友方生命值，之后降下宁静之光，持续回复所有友方生命值。"
//"DOTA_Tooltip_ability_naturecaller_2_tree_recover_perseconds" 		"召唤回复："
//"DOTA_Tooltip_ability_naturecaller_2_tree_affect_aura" 				"作用范围："
"DOTA_Tooltip_ability_naturecaller_2_recover_perseconds_pct" 		"%宁静每秒回复：魔法攻击*"
//"DOTA_Tooltip_ability_naturecaller_2_range" 	            		"宁静作用范围："
"DOTA_Tooltip_ability_naturecaller_2_AbilityDuration" 				"持续时间："
"DOTA_Tooltip_ability_naturecaller_3" 								"自然输送"
"DOTA_Tooltip_ability_naturecaller_3_Description" 					"自然呼唤者的攻击对敌人造成伤害时，会随机友方一名英雄进行治疗。"
"DOTA_Tooltip_ability_naturecaller_3_blood_suck_pct" 	    		"%回复生命值：普攻伤害*"
"DOTA_Tooltip_modifier_naturecaller_3" 								"自然输送"
"DOTA_Tooltip_modifier_naturecaller_3_Description" 					"回复友方的生命值"

// 新月
"DOTA_Tooltip_ability_luna_1" 						"月影环星"
"DOTA_Tooltip_ability_luna_1_Description" 			"攻击会在敌人之间弹射，每次弹射伤害都会增加。当没有多个敌人可以弹射时，月刃会全部打在该敌人身上。"
"DOTA_Tooltip_ability_luna_1_count" 			    "弹射次数："
"DOTA_Tooltip_ability_luna_1_range" 				"弹射范围："
"DOTA_Tooltip_ability_luna_1_damage_add_per"		"%伤害增加："
"DOTA_Tooltip_ability_luna_2" 						"月之祝福"
"DOTA_Tooltip_ability_luna_2_Description" 			"召唤月之女神的祝福，提升在场所有单位的攻击力。"
"DOTA_Tooltip_ability_luna_2_damage_add_per" 		"额外攻击力："
"DOTA_Tooltip_ability_luna_2_abilityduration" 		"持续时间："
// "DOTA_Tooltip_ability_luna_2_damage_add_per" 		"%每点暴击增加物理攻击力："
"DOTA_Tooltip_ability_luna_3" 						"星界驱散"
"DOTA_Tooltip_ability_luna_3_Description" 			"召唤一道月光，造成伤害并聚拢周围的敌人，随后落下流星，造成范围伤害和移速降低。"
"DOTA_Tooltip_ability_luna_3_radius" 	    		"作用范围："
"DOTA_Tooltip_ability_luna_3_moon_damage_per" 	    "%月光伤害：物理攻击*"
"DOTA_Tooltip_ability_luna_3_star_damage_per" 	    "%流星伤害：物理攻击*"
"DOTA_Tooltip_ability_luna_3_slow_per" 	    		"%移动速度降低："
"DOTA_Tooltip_ability_luna_3_slow_duration" 	    "持续时间："
"DOTA_Tooltip_modifier_luna_2" 						"月之祝福"
"DOTA_Tooltip_modifier_luna_2_Description" 			"受到月之女神的祝福，攻击力获得短暂提升。"
"DOTA_Tooltip_modifier_luna_3_slow" 				"星界驱散"
"DOTA_Tooltip_modifier_luna_3_slow_Description" 	"被减速%dMODIFIER_PROPERTY_TOOLTIP%%%"

// 石鳞剑客
"DOTA_Tooltip_ability_pangolier_1"						"快速刺剑"
"DOTA_Tooltip_ability_pangolier_1_Description"			"朝前方刺出数剑造成伤害，刺击有概率造成暴击。"
"DOTA_Tooltip_ability_pangolier_1_swashbuckle_count"	"刺击次数："
"DOTA_Tooltip_ability_pangolier_1_chance"				"%暴击概率："
"DOTA_Tooltip_ability_pangolier_1_crit_mult"			"%暴击伤害："
"DOTA_Tooltip_ability_pangolier_1_range"				"作用范围："
"DOTA_Tooltip_modifier_pangolier_1_attack"				"刺剑"
"DOTA_Tooltip_modifier_pangolier_1_attack_Description"	"剩余刺剑次数"
"DOTA_Tooltip_ability_pangolier_2"						"石鳞坠击"
"DOTA_Tooltip_ability_pangolier_2_Description"			"英剑跃入空中，降落冲击造成伤害和眩晕，同时为自身展开护盾。"
"DOTA_Tooltip_ability_pangolier_2_Note0"				"精英怪物判定为%armor_elite_factor%个单位"
"DOTA_Tooltip_ability_pangolier_2_impact_radius"		"冲击范围："
"DOTA_Tooltip_ability_pangolier_2_physical2physical"	"%冲击伤害：物理攻击*"
"DOTA_Tooltip_ability_pangolier_2_impact_stun_duration"	"冲击晕眩时间："
"DOTA_Tooltip_ability_pangolier_2_armor_per_unit"		"%获得护盾：击中敌人数*生命上限*"
"DOTA_Tooltip_ability_pangolier_2_abilityduration"		"护盾持续时间："
"DOTA_Tooltip_modifier_pangolier_2_shield"				"石鳞坠击"
"DOTA_Tooltip_modifier_pangolier_2_shield_Description"	"可以抵挡%dMODIFIER_PROPERTY_TOOLTIP%点伤害"
"DOTA_Tooltip_ability_pangolier_3"						"一剑穿心"
"DOTA_Tooltip_ability_pangolier_3_Description"			"受到攻击时有概率格挡伤害并反击，反击造成范围伤害且拥有额外伤害加成。"
"DOTA_Tooltip_ability_pangolier_3_counter_chance"		"%反击概率："
"DOTA_Tooltip_ability_pangolier_3_bonus_damage_pct"		"%反击额外伤害：物理攻击*"
"DOTA_Tooltip_ability_pangolier_3_range"		        "反击最大伤害距离："
"DOTA_Tooltip_ability_pangolier_3_Lore"					"- 由于英剑意志坚定，一剑穿心没有内置冷却"

// 魅魔
"DOTA_Tooltip_ability_succubi_1"						"痛苦飞羽"
"DOTA_Tooltip_ability_succubi_1_Description"			"魅魔投出数个毒镖，每个毒镖造成伤害并使敌人获得1层中毒。\n<h1>中毒</h1>中毒单位每秒受到中毒层数*[60]的纯粹伤害。"
"DOTA_Tooltip_ability_succubi_1_strike_count"			"毒镖数量："
"DOTA_Tooltip_ability_succubi_1_strike_damage_pct"		"%毒镖伤害：魔法攻击*"
"DOTA_Tooltip_ability_succubi_1_Lore"					"- 中毒效果会一直持续，直到回合结束"
"DOTA_Tooltip_ability_succubi_2"						"惊声尖叫"
"DOTA_Tooltip_ability_succubi_2_Description"			"魅魔发出尖叫冲击波对敌人造成伤害，并根据敌人的中毒层数附加额外伤害。"
"DOTA_Tooltip_ability_succubi_2_distance"				"尖叫距离："
"DOTA_Tooltip_ability_succubi_2_bonus_damage"			"%尖叫伤害：魔法攻击*"
"DOTA_Tooltip_ability_succubi_2_damage"					"%额外伤害：中毒层数*魔法攻击*"
"DOTA_Tooltip_ability_succubi_3"						"炼狱之影"
"DOTA_Tooltip_ability_succubi_3_Description"			"生成一片逐渐扩大的炼狱，使敌人减速并不断每秒叠加中毒层数。\n<h1>中毒</h1>中毒单位每秒受到中毒层数*[60]的纯粹伤害。"
"DOTA_Tooltip_ability_succubi_3_radius"					"炼狱初始范围："
"DOTA_Tooltip_ability_succubi_3_radius_max"			    "炼狱最大范围："
"DOTA_Tooltip_ability_succubi_3_time"			        "所需时间："
"DOTA_Tooltip_ability_succubi_3_movement_decrease_pct"	"%移动速度降低："
"DOTA_Tooltip_ability_succubi_3_strike_count_increase"	"中毒层数："
"DOTA_Tooltip_ability_succubi_3_Lore"					"- 炼狱会在回合开始时以随机敌人为中心生成"
"DOTA_Tooltip_modifier_succbi_3_debuff"					"炼狱之影"
"DOTA_Tooltip_modifier_succbi_3_debuff_Description"		"移动速度降低%dMODIFIER_PROPERTY_TOOLTIP%%%，并持续叠加中毒效果"

// 炼金术士
"DOTA_Tooltip_ability_alchemist_1"						"化学狂暴"
"DOTA_Tooltip_ability_alchemist_1_Description"			"炼金术士进入化学狂暴状态，获得额外的攻击力、攻速、移速和生命回复。"
"DOTA_Tooltip_ability_alchemist_1_attack_bonus_pct"		"%基础物理攻击力提升："
"DOTA_Tooltip_ability_alchemist_1_attackspeed"			"攻击速度提升："
"DOTA_Tooltip_ability_alchemist_1_movespeed"			"移动速度提升："
"DOTA_Tooltip_ability_alchemist_1_heal_regen_pct"		"%生命回复：最大生命值*"
"DOTA_Tooltip_ability_alchemist_1_abilityduration"		"持续时间："
"DOTA_Tooltip_ability_alchemist_1_Lore"					"- 友方吃瓶子时按照友方自身的数值计算"
"DOTA_Tooltip_modifier_alchemist_1_buff"				"化学狂暴"
"DOTA_Tooltip_modifier_alchemist_1_buff_Description"	"获得额外%dMODIFIER_PROPERTY_TOOLTIP%点攻速，%dMODIFIER_PROPERTY_TOOLTIP%点移速，%dMODIFIER_PROPERTY_TOOLTIP%%%最大生命回复和%dMODIFIER_PROPERTY_TOOLTIP%%%基础物理攻击力"
"DOTA_Tooltip_ability_alchemist_2"						"狂暴强化"
"DOTA_Tooltip_ability_alchemist_2_Description"			"炼金术士每次化学狂暴，都会获得物理攻击、生命值和物理/魔法防御提升，直到回合结束。"
"DOTA_Tooltip_modifier_alchemist_2"						"狂暴强化"
"DOTA_Tooltip_modifier_alchemist_2_Description"			"获得%dMODIFIER_PROPERTY_TOOLTIP%点物理攻击、%dMODIFIER_PROPERTY_TOOLTIP%点最大生命值和%dMODIFIER_PROPERTY_TOOLTIP%点物理/魔法防御"
"DOTA_Tooltip_ability_alchemist_2_attack"				"物理攻击提升："
"DOTA_Tooltip_ability_alchemist_2_health"				"生命值提升："
"DOTA_Tooltip_ability_alchemist_2_armor"				"物理/魔法防御提升："
"DOTA_Tooltip_ability_alchemist_3"						"不稳定化合物"
"DOTA_Tooltip_ability_alchemist_3_Description"			"炼金术士投掷出数个不稳定化合物，使友方进入化学狂暴状态。"
"DOTA_Tooltip_ability_alchemist_3_mana_cost"			"不稳定化合物数量：消耗法力值/"
"DOTA_Tooltip_ability_alchemist_3_abilityduration"		"持续时间："
"DOTA_Tooltip_ability_alchemist_3_Lore"					"- 每个友方最多吃一个瓶子，可以作用于召唤物"

// 雷电术士
"DOTA_Tooltip_ability_disruptor_1"						"静电风暴"
"DOTA_Tooltip_ability_disruptor_1_Description"			"创造一片静电风暴，对风暴内的敌人造成持续伤害。"
"DOTA_Tooltip_ability_disruptor_1_radius"				"作用范围："
"DOTA_Tooltip_ability_disruptor_1_magical2magical"		"%单次伤害：魔法攻击*"
"DOTA_Tooltip_ability_disruptor_1_interval"				"伤害间隔："
"DOTA_Tooltip_ability_disruptor_1_abilityduration"		"持续时间："
"DOTA_Tooltip_ability_disruptor_2"						"静电附魔"
"DOTA_Tooltip_ability_disruptor_2_Description"			"静电风暴对每个触及到的友方单位附魔，附魔状态下提升其魔法护甲并使得攻击附带减速效果，数值基于雷电术士的魔法护甲。"
"DOTA_Tooltip_ability_disruptor_2_magical_armor"		"%额外魔法护甲："
//"DOTA_Tooltip_ability_disruptor_2_magical_armor_factor"	"%魔法护甲伤害系数："
"DOTA_Tooltip_ability_disruptor_2_reduce_pct"			"%攻速与移速降低："
"DOTA_Tooltip_ability_disruptor_2_duration"				"减速持续时间："
"DOTA_Tooltip_ability_disruptor_3"						"静电护盾"
"DOTA_Tooltip_ability_disruptor_3_Description"			"获得魔法攻击和魔法防御提升。死亡时静电护盾会转移给附近的友方。"
"DOTA_Tooltip_ability_disruptor_3_magical_armor"		"魔法护甲提升："
"DOTA_Tooltip_ability_disruptor_3_armor2magical"		"%魔法攻击提升：魔法防御*"
"DOTA_Tooltip_modifier_disruptor_2_buff"				"静电附魔"
"DOTA_Tooltip_modifier_disruptor_2_buff_Description"	"魔法护甲提升%dMODIFIER_PROPERTY_TOOLTIP%<br>攻击降低目标%dMODIFIER_PROPERTY_TOOLTIP%%%攻速和移速"
"DOTA_Tooltip_modifier_disruptor_2_debuff"				"静电附魔"
"DOTA_Tooltip_modifier_disruptor_2_debuff_Description"	"攻速和移速降低%dMODIFIER_PROPERTY_TOOLTIP%%%"
"DOTA_Tooltip_modifier_disruptor_3_buff"				"静电护盾"
"DOTA_Tooltip_modifier_disruptor_3_buff_Description"	"提高%dMODIFIER_PROPERTY_TOOLTIP%点魔法护甲和%dMODIFIER_PROPERTY_TOOLTIP2%点魔法攻击"

// 谜团
"DOTA_Tooltip_ability_enigma_1"							"转化"
"DOTA_Tooltip_ability_enigma_1_Description"				"在敌人周围召唤一个小型吞噬者，小型吞噬者攻击一定次数后会分裂为三个。"
"DOTA_Tooltip_ability_enigma_1_division_attackcount"	"分裂需要攻击次数："
"DOTA_Tooltip_ability_enigma_1_enigma_attack"			"%小型吞噬者攻击：魔法攻击*"
"DOTA_Tooltip_ability_enigma_1_enigma_health"			"小型吞噬者生命值："
"DOTA_Tooltip_ability_enigma_1_enigma_armor"			"小型吞噬者防御："
"DOTA_Tooltip_ability_enigma_1_duration"				"持续时间："
"DOTA_Tooltip_ability_enigma_1_Lore"					"- 小型吞噬者不会二次分裂"
"DOTA_Tooltip_modifier_enigma_1_enigma"					"转化"
"DOTA_Tooltip_modifier_enigma_1_enigma_Description"		"小型吞噬者攻击一定次数后会分裂"
"DOTA_Tooltip_modifier_enigma_1_enigma3"				"转化"
"DOTA_Tooltip_modifier_enigma_1_enigma3_Description"	"分裂后的小型吞噬者会持续存在一段时间"
"DOTA_Tooltip_ability_enigma_2"							"恶魔凝视"
"DOTA_Tooltip_ability_enigma_2_Description"				"吞噬者和小型吞噬者攻击使敌人受到持续伤害，并回复自身的生命值。当恢复量溢出时将会转化为最大生命值，持续%max_health_duration%秒。"
"DOTA_Tooltip_ability_enigma_2_magical_attack_dps"		"%每秒伤害：魔法攻击*"
"DOTA_Tooltip_ability_enigma_2_drain_health_per_mana"	"每秒回复生命值：最大法力值*"
"DOTA_Tooltip_ability_enigma_2_duration"				"持续时间："
"DOTA_Tooltip_ability_enigma_2_max_health_duration"		"最大生命值持续时间："
"DOTA_Tooltip_modifier_enigma_2_enemy_buff"				"恶魔凝视"
"DOTA_Tooltip_modifier_enigma_2_enemy_buff_Description"	"受到持续伤害"
"DOTA_Tooltip_modifier_enigma_2_max_health"				"恶魔凝视生命值上限"
"DOTA_Tooltip_modifier_enigma_2_max_health_Description"	"增加%dMODIFIER_PROPERTY_TOOLTIP%生命值上限"
"DOTA_Tooltip_ability_enigma_3"							"黑洞"
