"lang"
{
	"Language"	"English"
	"Tokens"
	{
		"BOSS_1"	"Undead Knight"
		"DOTA_Tooltip_ability_tyjcjn_sxs1_i"	"HP Damage Multiplier"
		"DOTA_Tooltip_ability_tyjcjn_sxs1_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_tyjcjn_sxs1_radius"	"Damage Radius"
		"DOTA_Tooltip_ability_tyjcjn_sxs1_gjsd"	"Attack speed+"
		"DOTA_Tooltip_ability_tyjcjn_sxs1_ydsd"	"Movement speed+"
		"DOTA_Tooltip_modifier_tyjcjn_sxs1"	"Blood Thirst"
		"DOTA_Tooltip_modifier_tyjcjn_sxs1_Description"	"Continuously losing health"
		"DOTA_Tooltip_ability_tyjcjn_sxs1_duration"	"Duration"
		"DOTA_Tooltip_ability_tyjcjn_xc1"	"Blood Tide"
		"DOTA_Tooltip_ability_tyjcjn_xc1_Description"	"Consume %bfb%%% of your own current health, and a wave of blood rises under your feet. Each wave of blood causes %i%* health-consuming magic damage to nearby enemies&nbsp;<br><br>- ---------------------------<br>Quality: White<br>"
		"DOTA_Tooltip_ability_tyjcjn_xc1_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_tyjcjn_xc1_i"	"Life Damage Factor"
		"DOTA_Tooltip_ability_tyjcjn_xc1_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_tyjcjn_xc1_radius"	"Damage Range"
		"DOTA_Tooltip_ability_tyjcjn_lxdf1"	"Bleeding Knife"
		"DOTA_Tooltip_ability_tyjcjn_lxdf1_Description"	"After each attack hits, there is %chance%%% chance to consume %bfb%%% current HP to deal %i%* of consumed HP magical damage to the target.<br><br>------ ----------------------<br>Quality: Elementary<br>"
		"DOTA_Tooltip_ability_tyjcjn_lxdf1_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_tyjcjn_lxdf1_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_mjjcjn_tsgj1_interval"	"Attack Interval"
		"DOTA_Tooltip_ability_mjjcjn_hygj1_duration"	"Duration"
		"DOTA_Tooltip_ability_mjjcjn_hygj1_interval"	"Attack Interval"
		"DOTA_Tooltip_ability_mjjcjn_hygj1_radius"	"Scope"
		"DOTA_Tooltip_ability_mjjcjn_tsgj1_radius"	"Scope of Action"
		"DOTA_Tooltip_ability_mjjcjn_tsgj1_duration"	"Duration"
		"DOTA_Tooltip_ability_item_tyjcjn_xc1"	"Blood Tide"
		"DOTA_Tooltip_ability_item_tyjcjn_xc1_Description"	"Quality: <font color=\"#fff\">White goods</font>\nSkill type: Active\nConsume 40%% of the current HP to raise blood waves on the ground, against enemies on the ground Cause sustained damage"
		"DOTA_Tooltip_ability_item_tyjcjn_lxdf1"	"Bleeding Knife"
		"DOTA_Tooltip_ability_item_tyjcjn_lxdf1_Description"	"Quality: <font color=\"#fff\">Elementary</font>\nSkill Type: Passive\nAfter each attack hits, there is a chance to consume current HP to deal additional magic damage to the target."
		"DOTA_Tooltip_ability_item_tyjcjn_smbf1"	"Life Burst"
		"DOTA_Tooltip_ability_item_tyjcjn_smbf1_Description"	"Quality: <font color=\"#fff\">Elementary</font>\nSkill Type: Active\n Consumes 50%% of health to deal magical damage to nearby enemies"
		"DOTA_Tooltip_ability_mjjcjn_xlzt1_bouns_attack"	"attack speed +"
		"DOTA_Tooltip_ability_mjjcjn_xlzt1_bouns_move"	"Movement speed+"
		"ndms_3"	"Arcane Mode"
		"ndms_5"	"Hell Mode"
		"DOTA_Tooltip_ability_ndms_3"	"Arcane Aura"
		"DOTA_Tooltip_ability_ndms_3_baseDamage"	"Base Damage"
		"DOTA_Tooltip_modifier_ndms_3_2"	"Arcane Aura"
		"DOTA_Tooltip_modifier_ndms_3_2_Description"	"Cooldown reduction-%dMODIFIER_PROPERTY_COOLDOWN_PERCENTAGE%%%"
		"DOTA_Tooltip_ability_ndms_5"	"Hell Aura"
		"DOTA_Tooltip_modifier_ndms_5_2"	"Hell's Aura"
		"DOTA_Tooltip_modifier_ndms_5_2_Description"	"Attack power +%dMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%%, attack speed +%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%, movement speed +%dMODIFIER_PERTY_MOVESPECENT_B%%"
		"DOTA_Tooltip_ability_ndms_7"	"Nightmare Aura"
		"DOTA_Tooltip_modifier_ndms_7_2"	"Nightmare Aura"
		"DOTA_Tooltip_modifier_ndms_7_2_Description"	"Attack speed-%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%"
		"DOTA_Tooltip_modifier_ndms_7_3"	"Nightmare Aura"
		"DOTA_Tooltip_modifier_ndms_7_3_Description"	"Movement speed-%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
		"ndms_7"	"Nightmare Mode"
		"DOTA_Tooltip_modifier_ndms_7_1"	"Nightmare Halo"
		"DOTA_Tooltip_modifier_ndms_7_1_Description"	"Attack power-%dMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_ndms_7_4"	"Nightmare Aura"
		"DOTA_Tooltip_modifier_ndms_7_5"	"Nightmare Aura"
		"DOTA_Tooltip_modifier_ndms_7_6"	"Nightmare Aura"
		"DOTA_Tooltip_modifier_ndms_7_7"	"Nightmare Aura"
		"DOTA_Tooltip_modifier_ndms_7_8"	"Nightmare Aura"
		"DOTA_Tooltip_modifier_ndms_7_9"	"Nightmare Aura"
		"DOTA_Tooltip_modifier_ndms_7_10"	"Nightmare Aura"
		"DOTA_Tooltip_modifier_ndms_7_4_Description"	"Armor- %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"
		"DOTA_Tooltip_modifier_ndms_7_5_Description"	"Magic resistance- %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%"
		"DOTA_Tooltip_modifier_ndms_7_6_Description"	"Cooldown reduction + %dMODIFIER_PROPERTY_COOLDOWN_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_ndms_7_7_Description"	"Skill damage- %dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_ndms_7_8_Description"	"Attack miss+%dMODIFIER_PROPERTY_MISS_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_ndms_7_9_Description"	"Mana regeneration -%dMODIFIER_PROPERTY_MANA_REGEN_CONSTANT%"
		"DOTA_Tooltip_modifier_ndms_7_10_Description"	"HP regenration -%dMODIFIER_PROPERTY_HEALTH_REGEN_PERCENTAGE%%%"
		"fwhy"	"Axe King Phantom"
		"DOTA_Tooltip_modifier_yxtfjn_fw"	"Axe King Phantom"
		"DOTA_Tooltip_ability_yw_boss_hw"	"Desolate"
		"DOTA_Tooltip_modifier_yxtfjn_sgjs_Description"	"Armor reduction by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% points"
		"DOTA_Tooltip_modifier_yxtfjn_sgjs_2_Description"	"Magic resistance reduced by %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS% points"
		"DOTA_Tooltip_modifier_yxtfjn_sgjs"	"Elder Titan-Aura of Order"
		"DOTA_Tooltip_modifier_yxtfjn_sgjs_2"	"Elder Titan-Aura of Order"
		"DOTA_Tooltip_ability_item_tz_4_3_1_Description"	"<h1>Active: Yellow sand in the sky (set skill)</h1> Roll up yellow sand around, causing damage to nearby units, but not attacking\n<br>"
		"DOTA_Tooltip_ability_yxtfjn_shawang"	"Sand King-Caustic Finale"
		"DOTA_Tooltip_ability_yxtfjn_shawang_Description"	"Sand King's attacks inject a venom which explodes after a period of incubation.<br>Inflict Max HP * Multiplier magical damage to the nearby units and spread the venom.<br><br>If the unit dies directly, it does not proc Caustic Finale"
		"DOTA_Tooltip_ability_yxtfjn_shawang_Lore"	"<font color=\"#337ab7\">Heroes reaching level 30.60.90.120.150 will increase their talent skills by one level</font>"
		"npc_dota_hero_sand_king"	"Sand King"
		"DOTA_Tooltip_ability_yxtfjn_shawang_radius"	"Damage Radius: "
		"DOTA_Tooltip_ability_yxtfjn_shawang_bfb"	"% Max HP Multiplier: "
		"DOTA_Tooltip_modifier_yxtfjn_shawang_2"	"Caustic Finale"
		"DOTA_Tooltip_modifier_yxtfjn_shawang_2_Description"	"There will be an explosion upon death"
		"DOTA_Tooltip_ability_yxtfjn_longqishi"	"Dragon Knight-Dragon's Blood"
		"DOTA_Tooltip_ability_yxtfjn_longqishi_Description"	"Upgrading the Heart of Energy only costs 30%% of gold, able to upgrade the Heart of Energy to Level 11"
		"DOTA_Tooltip_ability_yxtfjn_longqishi_Lore"	"<font color=\"#337ab7\">Heroes reaching level 30.60.90.120.150 will increase their talent skills by one level</font>"
		"DOTA_Tooltip_ability_yxtfjn_longqishi_radius"	"Damage Radius: "
		"npc_dota_hero_dragon_knight"	"Dragon Knight"
		"DOTA_Tooltip_ability_item_zswq_11"	"Level 11 Heart of Energy"
		"DOTA_Tooltip_ability_item_zswq_11_Description"	"<h1>Active: Summon BOSS</h1> (Requirement: Level 12 Heart of Energy Certificate)<br>Summon equipment BOSS with 6.4mil gold, upgrade equipment after killing\n\nAttack hits the enemy There is a certain probability to trigger a starburst, causing %i%* primary attribute damage to enemies within %radius% yards.\n\nWhen the attack hits the enemy, there is a certain probability that it will cause %bj%%*attack critical strikes to the target enemy Damage\n\nAttack hits the enemy to restore %xx%% of their health for damage"
		"DOTA_Tooltip_ability_item_zswq_11_Lore"	"<font color=\"#337ab7\">This type of equipment can only carry one piece at most</font>"
		"DOTA_Tooltip_ability_item_zswq_11_xl"	"+HP"
		"DOTA_Tooltip_ability_item_zswq_11_fy"	"+Armor"
		"DOTA_Tooltip_ability_item_zswq_11_zsx"	"+Main attribute"
		"DOTA_Tooltip_ability_item_zswq_11_damage"	"+Attack power"
		"DOTA_Tooltip_ability_item_zswq_11_attack_speed"	"+Attack speed"
		"DOTA_Tooltip_ability_item_zswq_11_zjsy"	"+Movement speed"
		"DOTA_Tooltip_ability_item_zswq_11_mfkx"	"%+Magic Resistance"
		"DOTA_Tooltip_ability_item_zswq_11_smhf"	"+HP Regeneration"
		"DOTA_Tooltip_ability_item_zswq_11_bgjhx"	"+Recover HP from being attacked"
		"DOTA_Tooltip_modifier_yxtfjn_jmzj"	"Battle to Death"
		"DOTA_Tooltip_modifier_yxtfjn_jmzj_Description"	"Will not die"
		"DOTA_Tooltip_ability_yxtfjn_silada"	"Slardar-Guardian Sprint"
		"DOTA_Tooltip_ability_yxtfjn_silada_Description"	"Slardar slithers ahead, moving significantly faster and passing through units. Slardar tramples on enemy unit, damaging them upon phasing through."
		"DOTA_Tooltip_ability_yxtfjn_silada_Lore"	"<font color=\"#337ab7\">Heroes reaching level 30.60.90.120.150 will upgrade their talent skills by one level</font>"
		"DOTA_Tooltip_ability_yxtfjn_silada_interval"	"Damage Interval: "
		"DOTA_Tooltip_modifier_yxtfjn_silada"	"Guardian Sprint"
		"DOTA_Tooltip_modifier_yxtfjn_silada_Description"	"Sprinting"
		"DOTA_Tooltip_ability_yxtfjn_silada_radius"	"Trample Range: "
		"DOTA_Tooltip_ability_yxtfjn_silada_ydsd"	"% Movement Speed +"
		"DOTA_Tooltip_ability_yxtfjn_silada_duration"	"Duration: "
		"npc_dota_hero_slardar"	"Slardar"
		"DOTA_Tooltip_ability_yxtfjn_jyhm"	"Tusk-Tag Team"
		"DOTA_Tooltip_ability_yxtfjn_jyhm_Description"	"Tusk unleashes a negative debuff aura, causing enemies that are attacked under it to take bonus physical damage."
		"DOTA_Tooltip_ability_yxtfjn_jyhm_Lore"	"<font color=\"#337ab7\">Heroes reaching level 30.60.90.120.150 will increase their talent skills by one level</font>"
		"DOTA_Tooltip_ability_yxtfjn_jyhm_radius"	"Aura Radius: "
		"DOTA_Tooltip_ability_yxtfjn_jyhm_ydsd"	"% Movement Speed +"
		"DOTA_Tooltip_ability_yxtfjn_jyhm_duration"	"Duration: "
		"DOTA_Tooltip_ability_yxtfjn_jyhm_i"	"Strength Damage Multiplier: "
		"npc_dota_hero_tusk"	"Tusk"
		"DOTA_Tooltip_ability_yxtfjn_sye"	"Hoodwink-Meteor Rushing to the Moon"
		"DOTA_Tooltip_ability_yxtfjn_sye_Description"	"Charge and shoot an arrow, destroy the enemy on the path, and weaken the target's armor for %duration% seconds."
		"DOTA_Tooltip_ability_yxtfjn_sye_Lore"	"<font color=\"#337ab7\">Heroes reaching level 30.60.90.120.150 will increase their talent skills by one level</font>"
		"DOTA_Tooltip_ability_yxtfjn_sye_i"	"Agility Damage Multiplier: "
		"DOTA_Tooltip_ability_yxtfjn_sye_radius"	"Effect Radius: "
		"DOTA_Tooltip_ability_yxtfjn_sye_bfb"	"% Armor -"
		"npc_dota_hero_hoodwink"	"Hoodwink"
		"DOTA_Tooltip_modifier_yxtfjn_sye"	"Hoodwink-Meteor Rushing to the Moon"
		"DOTA_Tooltip_modifier_yxtfjn_sye_Description"	"Armor -%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"
		"DOTA_Tooltip_modifier_yxtfjn_mrsz"	"Sacrifice"
		"DOTA_Tooltip_modifier_yxtfjn_mrsz_Description"	"All attributes +%dMODIFIER_PROPERTY_BONUS_DAY_VISION% points, the next time you spend extra gold  %dMODIFIER_PROPERTY_BONUS_NIGHT_VISION%"
		"DOTA_Tooltip_ability_item_tyjcjn_hdyj2"	"<font color=\"#5cb85c\">Chaos Strike</font>"
		"DOTA_Tooltip_ability_item_tyjcjn_hdyj2_Description"	"Quality: <font color=\"#5cb85c\">Senior</font>\nSkill type: Passive\nEach attack has a chance to trigger an additional attack, dealing physical damage based on Attack power."
		"DOTA_Tooltip_ability_item_tyjcjn_hdyj3"	"<font color=\"#337ab7\">Chaos Strike</font>"
		"DOTA_Tooltip_ability_item_tyjcjn_hdyj3_Description"	"Quality: <font color=\"#337ab7\">Master</font>\nSkill type: Passive\nEach attack has a chance to trigger an additional attack, dealing physical damage based on Attack power."
		"DOTA_Tooltip_ability_item_tyjcjn_hdyj4"	"<font color=\"#9400D3\">Chaos Strike</font>"
		"DOTA_Tooltip_ability_item_tyjcjn_hdyj4_Description"	"Quality: <font color=\"#9400D3\">Earth</font>\nSkill type: Passive\nEach attack has a chance to trigger an additional attack, dealing physical damage based on Attack power."
		"DOTA_Tooltip_ability_item_tyjcjn_hdyj5"	"<font color=\"#fe6d15\">Chaos Strike</font>"
		"DOTA_Tooltip_ability_item_tyjcjn_hdyj5_Description"	"Quality: <font color=\"#fe6d15\">Heaven</font>\nSkill type: Passive\nEach attack has a chance to trigger an additional attack, dealing physical damage based on Attack power."
		"DOTA_Tooltip_ability_item_tyjcjn_hdyj6"	"<font color=\"#ffbc09\">Chaos Strike</font>"
		"DOTA_Tooltip_ability_item_tyjcjn_hdyj6_Description"	"Quality: <font color=\"#ffbc09\">God</font>\nSkill type: Passive\nEach attack has a chance to trigger an additional attack, dealing physical damage based on Attack power."
		"DOTA_Tooltip_ability_item_tyjcjn_zkfs2"	"<font color=\"#5cb85c\">Vacuum Smash</font>"
		"DOTA_Tooltip_ability_item_tyjcjn_zkfs2_Description"	"Quality: <font color=\"#5cb85c\">Senior</font>\nSkill type: Passive\nWhen attacking, there is a chance to deal Attack power-based physical damage to enemies within the area of effect."
		"DOTA_Tooltip_ability_item_tyjcjn_zkfs3"	"<font color=\"#337ab7\">Vacuum Smash</font>"
		"DOTA_Tooltip_ability_item_tyjcjn_zkfs3_Description"	"Quality: <font color=\"#337ab7\">Master</font>\nSkill type: Passive\nWhen attacking, there is a chance to deal Attack power-based physical damage to enemies within the area of effect."
		"DOTA_Tooltip_ability_item_tyjcjn_zkfs4"	"<font color=\"#9400D3\">Vacuum Smash</font>"
		"DOTA_Tooltip_ability_item_tyjcjn_zkfs4_Description"	"Quality: <font color=\"#9400D3\">Earth</font>\nSkill type: Passive\nWhen attacking, there is a chance to deal Attack power-based physical damage to enemies within the area of effect."
		"DOTA_Tooltip_ability_item_tyjcjn_zkfs5"	"<font color=\"#fe6d15\">Vacuum Smash</font>"
		"DOTA_Tooltip_ability_item_tyjcjn_zkfs5_Description"	"Quality: <font color=\"#fe6d15\">Heaven</font>\nSkill type: Passive\nWhen attacking, there is a chance to deal Attack power-based physical damage to enemies within the area of effect."
		"DOTA_Tooltip_ability_item_tyjcjn_zkfs6"	"<font color=\"#ffbc09\">Vacuum Smash</font>"
		"DOTA_Tooltip_ability_item_tyjcjn_zkfs6_Description"	"Quality: <font color=\"#ffbc09\">God</font>\nSkill type: Passive\nWhen attacking, there is a chance to deal Attack power-based physical damage to enemies within the area of effect."
		"DOTA_Tooltip_ability_item_tyjcjn_lxdf2"	"<font color=\"#5cb85c\">Bleeding Knife</font>"
		"DOTA_Tooltip_ability_item_tyjcjn_lxdf2_Description"	"Quality: <font color=\"#5cb85c\">Senior</font>\nSkill type: Passive\nAfter each attack hits, there is a chance to consume current HP to deal additional magic damage to the target."
		"DOTA_Tooltip_ability_item_tyjcjn_lxdf3"	"<font color=\"#337ab7\">Bleeding Knife</font>"
		"DOTA_Tooltip_ability_item_tyjcjn_lxdf3_Description"	"Quality: <font color=\"#337ab7\">Master</font>\nSkill type: Passive\nAfter each attack hits, there is a chance to consume current HP to deal additional magic damage to the target."
		"DOTA_Tooltip_ability_item_tyjcjn_lxdf4"	"<font color=\"#9400D3\">Bleeding Knife</font>"
		"DOTA_Tooltip_ability_item_tyjcjn_lxdf4_Description"	"Quality: <font color=\"#9400D3\">Earth</font>\nSkill type: Passive\nAfter each attack hits, there is a chance to consume current HP to deal additional magic damage to the target."
		"DOTA_Tooltip_ability_item_tyjcjn_lxdf5"	"<font color=\"#fe6d15\">Bleeding Knife</font>"
		"DOTA_Tooltip_ability_item_tyjcjn_lxdf5_Description"	"Quality: <font color=\"#fe6d15\">Heaven</font>\nSkill type: Passive\nAfter each attack hits, there is a chance to consume current HP to deal additional magic damage to the target."
		"DOTA_Tooltip_ability_item_tyjcjn_lxdf6"	"<font color=\"#ffbc09\">Bleeding Knife</font>"
		"DOTA_Tooltip_ability_item_tyjcjn_lxdf6_Description"	"Quality: <font color=\"#ffbc09\">God</font>\nSkill type: Passive\nAfter each attack hits, there is a chance to consume current HP to deal additional magic damage to the target."
		"DOTA_Tooltip_ability_item_lljcjn_hpq2"	"<font color=\"#5cb85c\">Sky Fist</font>"
		"DOTA_Tooltip_ability_item_lljcjn_hpq2_Description"	"Quality: <font color=\"#5cb85c\">Senior</font>\n Skill type: Passive<br>When attacking, there is a chance to deal Strength-based physical damage to the target enemy."
		"DOTA_Tooltip_ability_item_lljcjn_ldj2"	"<font color=\"#5cb85c\">Earth Breaker</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ldj2_Description"	"Quality: <font color=\"#5cb85c\">Senior</font>\nSkill type: Passive<br>After each attack hits, there is a chance that %max% rock spikes burst from the earth along a straight path, dealing Strength-based physical damage to enemies on a line."
		"DOTA_Tooltip_ability_item_lljcjn_hpq3"	"<font color=\"#337ab7\">Sky Fist</font>"
		"DOTA_Tooltip_ability_item_lljcjn_hpq3_Description"	"Quality: <font color=\"#337ab7\">Master</font>\n Skill type: Passive<br>When attacking, there is a chance to deal Strength-based physical damage to the target enemy."
		"DOTA_Tooltip_ability_item_lljcjn_hpq4"	"<font color=\"#9400D3\">Sky Fist</font>"
		"DOTA_Tooltip_ability_item_lljcjn_hpq4_Description"	"Quality: <font color=\"#9400D3\">Earth</font>\nSkill type: Passive<br>When attacking, there is a chance to deal Strength-based physical damage to the target enemy."
		"DOTA_Tooltip_ability_item_lljcjn_hpq5"	"<font color=\"#fe6d15\">Sky Fist</font>"
		"DOTA_Tooltip_ability_item_lljcjn_hpq5_Description"	"Quality: <font color=\"#fe6d15\">Heaven</font>\n Skill type: Passive<br>When attacking, there is a chance to deal Strength-based physical damage to the target enemy."
		"DOTA_Tooltip_ability_item_lljcjn_hpq6"	"<font color=\"#ffbc09\">Sky Fist</font>"
		"DOTA_Tooltip_ability_item_lljcjn_hpq6_Description"	"Quality: <font color=\"#ffbc09\">God</font>\n Skill type: Passive<br>When attacking, there is a chance to deal Strength-based physical damage to the target enemy."
		"DOTA_Tooltip_ability_item_mjjcjn_hyqj2"	"<font color=\"#5cb85c\">Seven Strikes of Hun Yuan</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_hyqj2_Description"	"Quality: <font color=\"#5cb85c\">Senior</font>\nSkill type: Passive\nWhen attacking, there is a chance to deal Agility-based physical damage to the target enemy."
		"DOTA_Tooltip_ability_item_mjjcjn_hyqj3"	"<font color=\"#337ab7\">Seven Strikes of Hun Yuan</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_hyqj3_Description"	"Quality: <font color=\"#337ab7\">Master</font>\nSkill type: Passive\nWhen attacking, there is a chance to deal Agility-based physical damage to the target enemy."
		"DOTA_Tooltip_ability_item_mjjcjn_hyqj4"	"<font color=\"#9400D3\">Seven Strikes of Hun Yuan</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_hyqj4_Description"	"Quality: <font color=\"#9400D3\">Earth</font>\nSkill type: Passive\nWhen attacking, there is a chance to deal Agility-based physical damage to the target enemy."
		"DOTA_Tooltip_ability_item_mjjcjn_hyqj5"	"<font color=\"#fe6d15\">Seven Strikes of Hun Yuan</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_hyqj5_Description"	"Quality: <font color=\"#fe6d15\">Heaven</font>\nSkill type: Passive\nWhen attacking, there is a chance to deal Agility-based physical damage to the target enemy."
		"DOTA_Tooltip_ability_item_mjjcjn_hyqj6"	"<font color=\"#ffbc09\">Seven Strikes of Hun Yuan</font>"
		"DOTA_Tooltip_ability_item_mjjcjn_hyqj6_Description"	"Quality: <font color=\"#ffbc09\">God</font>\nSkill type: Passive\nWhen attacking, there is a chance to deal Agility-based physical damage to the target enemy."
		"DOTA_Tooltip_ability_item_lljcjn_ldj3"	"<font color=\"#337ab7\">Earth Breaker</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ldj3_Description"	"Quality: <font color=\"#337ab7\">Master</font>\nSkill type: Passive<br>After each attack hits, there is a chance that %max% rock spikes burst from the earth along a straight path, dealing Strength-based physical damage to enemies on a line."
		"DOTA_Tooltip_ability_item_lljcjn_ldj4"	"<font color=\"#9400D3\">Earth Breaker</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ldj4_Description"	"Quality: <font color=\"#9400D3\">Earth</font>\nSkill type: Passive<br>After each attack hits, there is a chance that %max% rock spikes burst from the earth along a straight path, dealing Strength-based physical damage to enemies on a line."
		"DOTA_Tooltip_ability_item_lljcjn_ldj5"	"<font color=\"#fe6d15\">Earth Breaker</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ldj5_Description"	"Quality: <font color=\"#fe6d15\">Heaven</font>\nSkill type: Passive<br>After each attack hits, there is a chance that %max% rock spikes burst from the earth along a straight path, dealing Strength-based physical damage to enemies on a line."
		"DOTA_Tooltip_ability_item_lljcjn_ldj6"	"<font color=\"#ffbc09\">Earth Breaker</font>"
		"DOTA_Tooltip_ability_item_lljcjn_ldj6_Description"	"Quality: <font color=\"#ffbc09\">God</font>\nSkill type: Passive<br>After each attack hits, there is a chance that %max% rock spikes burst from the earth along a straight path, dealing Strength-based physical damage to enemies on a line."
		"DOTA_Tooltip_ability_tyjcjn_lxdf2"	"<font color=\"#5cb85c\">Bleeding Knife</font>"
		"DOTA_Tooltip_ability_tyjcjn_lxdf2_Description"	"After each attack hits, there is %chance%%% chance to consume %bfb%%% current HP to deal %i%* of consumed HP magical damage to the target.<br><br>------ ----------------------<br>Quality: <font color=\"#5cb85c\">Senior</font><br>"
		"DOTA_Tooltip_ability_tyjcjn_lxdf2_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_tyjcjn_lxdf2_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_tyjcjn_lxdf3"	"<font color=\"#337ab7\">Bleeding Knife</font>"
		"DOTA_Tooltip_ability_tyjcjn_lxdf3_Description"	"After each attack hits, there is %chance%%% chance to consume %bfb%%% current HP to deal %i%* of consumed HP magical damage to the target.<br><br>------ ----------------------<br>Quality: <font color=\"#337ab7\">Master</font><br>"
		"DOTA_Tooltip_ability_tyjcjn_lxdf3_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_tyjcjn_lxdf3_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_tyjcjn_lxdf4"	"<font color=\"#9400D3\">Bleeding Knife</font>"
		"DOTA_Tooltip_ability_tyjcjn_lxdf4_Description"	"After each attack hits, there is %chance%%% chance to consume %bfb%%% current HP to deal %i%* of consumed HP magical damage to the target.<br><br>------ ----------------------<br>Quality: <font color=\"#9400D3\">Earth</font><br>"
		"DOTA_Tooltip_ability_tyjcjn_lxdf4_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_tyjcjn_lxdf4_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_tyjcjn_lxdf5"	"<font color=\"#fe6d15\">Bleeding Knife</font>"
		"DOTA_Tooltip_ability_tyjcjn_lxdf5_Description"	"After each attack hits, there is %chance%%% chance to consume %bfb%%% current HP to deal %i%* of consumed HP magical damage to the target.<br><br>------ ----------------------<br>Quality: <font color=\"#fe6d15\">Heaven</font><br>"
		"DOTA_Tooltip_ability_tyjcjn_lxdf5_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_tyjcjn_lxdf5_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_tyjcjn_lxdf6"	"<font color=\"#ffbc09\">Bleeding Knife</font>"
		"DOTA_Tooltip_ability_tyjcjn_lxdf6_Description"	"After each attack hits, there is %chance%%% chance to consume %bfb%%% current HP to deal %i%* of consumed HP magical damage to the target.<br><br>------ ----------------------<br>Quality: <font color=\"#ffbc09\">God</font><br>"
		"DOTA_Tooltip_ability_tyjcjn_lxdf6_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_tyjcjn_lxdf6_baseDamage"	"Base Damage"
		"DOTA_Tooltip_ability_tyjcjn_zkfs2"	"<font color=\"#5cb85c\">Vacuum Smash</font>"
		"DOTA_Tooltip_ability_tyjcjn_zkfs2_Description"	"When attacking, there is a %chance% chance to deal Attack power*%i% physical damage to enemies with %radius% radius.<br><br>---------- ------------------<br>Quality: <font color=\"#5cb85c\">Senior</font><br>"
		"DOTA_Tooltip_ability_tyjcjn_zkfs2_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_tyjcjn_zkfs3"	"<font color=\"#337ab7\">Vacuum Smash</font>"
		"DOTA_Tooltip_ability_tyjcjn_zkfs3_Description"	"When attacking, there is a %chance% chance to deal Attack power*%i% physical damage to enemies with %radius% radius.<br><br>---------- ------------------<br>Quality: <font color=\"#337ab7\">Master</font><br>"
		"DOTA_Tooltip_ability_tyjcjn_zkfs3_Lore"	"<font color=\"#f0ad4e\">Each skill level will increase the base damage by 10%</font>"
		"DOTA_Tooltip_ability_tyjcjn_zkfs4"	"<font color=\"#9400D3\">Vacuum Smash</font>"
		"DOTA_Tooltip_ability_tyjcjn_zkfs4_Description"	"When attacking, there is a %chance% chance to deal Attack power*%i% physical damage to enemies with %radius% radius.<br><br>---------- ------------------<br>Quality: <font color=\"#9400D3\">Earth</font><br>"
