"lang"
{
	"Language"	"tchinese"
	"Tokens"
	{
		"BOSS_1"	"亡靈騎士"
		"DOTA_Tooltip_ability_lljcjn_hpq4_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_lljcjn_hpq5"	"<font color=\"#fe6d15\">沖天拳</font>"
		"DOTA_Tooltip_ability_lljcjn_hpq5_Description"	"攻擊時有一定概率對目標敵人造成力量*%i%的物理傷害<br><br>----------------------------<br>品質：<font color=\"#fe6d15\">天級</font><br>"
		"DOTA_Tooltip_ability_lljcjn_hpq5_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_lljcjn_hpq6"	"<font color=\"#ffbc09\">沖天拳</font>"
		"DOTA_Tooltip_ability_lljcjn_hpq6_Description"	"攻擊時有一定概率對目標敵人造成力量*%i%的物理傷害<br><br>----------------------------<br>品質：<font color=\"#ffbc09\">仙級</font><br>"
		"DOTA_Tooltip_ability_lljcjn_hpq6_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_lljcjn_ldj3"	"<font color=\"#337ab7\">裂地擊</font>"
		"DOTA_Tooltip_ability_lljcjn_ldj3_Description"	"每次攻擊命中之後都有一定概率觸發%max%道岩石尖刺，對一條線上的敵人造成力量*%i%的物理傷害<br><br>----------------------------<br>品質：<font color=\"#337ab7\">玄級</font><br>"
		"DOTA_Tooltip_ability_lljcjn_ldj3_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_lljcjn_ldj3_i"	"基礎傷害係數"
		"DOTA_Tooltip_ability_lljcjn_ldj3_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_lljcjn_ldj4"	"<font color=\"#9400D3\">裂地擊</font>"
		"DOTA_Tooltip_ability_lljcjn_ldj4_Description"	"每次攻擊命中之後都有一定概率觸發%max%道岩石尖刺，對一條線上的敵人造成力量*%i%的物理傷害<br><br>----------------------------<br>品質：<font color=\"#9400D3\">地級</font><br>"
		"DOTA_Tooltip_ability_lljcjn_ldj4_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_lljcjn_ldj4_i"	"基礎傷害係數"
		"DOTA_Tooltip_ability_lljcjn_ldj4_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_lljcjn_ldj5"	"<font color=\"#fe6d15\">裂地擊</font>"
		"DOTA_Tooltip_ability_lljcjn_ldj5_Description"	"每次攻擊命中之後都有一定概率觸發%max%道岩石尖刺，對一條線上的敵人造成力量*%i%的物理傷害<br><br>----------------------------<br>品質：<font color=\"#fe6d15\">天級</font><br>"
		"DOTA_Tooltip_ability_lljcjn_ldj5_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_lljcjn_ldj5_i"	"基礎傷害係數"
		"DOTA_Tooltip_ability_lljcjn_ldj5_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_lljcjn_ldj6"	"<font color=\"#ffbc09\">裂地擊</font>"
		"DOTA_Tooltip_ability_lljcjn_ldj6_Description"	"每次攻擊命中之後都有一定概率觸發%max%道岩石尖刺，對一條線上的敵人造成力量*%i%的物理傷害<br><br>----------------------------<br>品質：<font color=\"#ffbc09\">仙級</font><br>"
		"DOTA_Tooltip_ability_lljcjn_ldj6_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_lljcjn_ldj6_i"	"基礎傷害係數"
		"DOTA_Tooltip_ability_lljcjn_ldj6_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_mjjcjn_hyqj3"	"<font color=\"#337ab7\">混元七擊</font>"
		"DOTA_Tooltip_ability_mjjcjn_hyqj3_Description"	"攻擊時有一定概率對目標敵人造成敏捷*%i%的物理傷害<br><br>----------------------------<br>品質：<font color=\"#337ab7\">玄級</font><br>"
		"DOTA_Tooltip_ability_mjjcjn_hyqj3_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_mjjcjn_hyqj4"	"<font color=\"#9400D3\">混元七擊</font>"
		"DOTA_Tooltip_ability_mjjcjn_hyqj4_Description"	"攻擊時有一定概率對目標敵人造成敏捷*%i%的物理傷害<br><br>----------------------------<br>品質：<font color=\"#9400D3\">地級</font><br>"
		"DOTA_Tooltip_ability_mjjcjn_hyqj4_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_mjjcjn_hyqj5"	"<font color=\"#fe6d15\">混元七擊</font>"
		"DOTA_Tooltip_ability_mjjcjn_hyqj5_Description"	"攻擊時有一定概率對目標敵人造成敏捷*%i%的物理傷害<br><br>----------------------------<br>品質：<font color=\"#fe6d15\">天級</font><br>"
		"DOTA_Tooltip_ability_mjjcjn_hyqj5_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_mjjcjn_hyqj6"	"<font color=\"#ffbc09\">混元七擊</font>"
		"DOTA_Tooltip_ability_mjjcjn_hyqj6_Description"	"攻擊時有一定概率對目標敵人造成敏捷*%i%的物理傷害<br><br>----------------------------<br>品質：<font color=\"#ffbc09\">仙級</font><br>"
		"DOTA_Tooltip_ability_mjjcjn_hyqj6_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_modifier_yxtfjn_gmyx"	"集中火力"
		"DOTA_Tooltip_ability_yxtfjn_gmyx_interval"	"攻擊間隔"
		"DOTA_Tooltip_ability_yxtfjn_gmyx_duration"	"持續時間"
		"DOTA_Tooltip_ability_dyh_zmyj_1"	"致命一擊"
		"DOTA_Tooltip_ability_dyh_zmyj_1_Description"	"攻擊的時候有一定概率造成%multiple%%倍暴擊"
		"diyuhuo_1"	"地獄火"
		"diyuhuo_3"	"地獄火"
		"diyuhuo_6"	"地獄火"
		"DOTA_Tooltip_ability_dyh_zmyj_3"	"致命一擊"
		"DOTA_Tooltip_ability_dyh_zmyj_3_Description"	"攻擊的時候有一定概率造成%multiple%%倍暴擊"
		"DOTA_Tooltip_ability_dyh_zmyj_6"	"致命一擊"
		"DOTA_Tooltip_ability_dyh_zmyj_6_Description"	"攻擊的時候有一定概率造成%multiple%%倍暴擊"
		"DOTA_Tooltip_ability_zljcjn_dyh3"	"<font color=\"#337ab7\">地獄火</font>"
		"DOTA_Tooltip_ability_zljcjn_dyh3_Description"	"召喚一個地獄火，砸向地面，眩暈範圍內的敵人，並造成%baseDamage%+%i%*英雄主屬性的魔法傷害。<br><br>地獄火擁有英雄2.2倍的血量，%i%*英雄主屬性的攻擊力，1.0的攻擊間隔，100點初始攻擊速度。<br><br>擁有被動技能-獻祭。每秒對周圍%radius2%碼內的敵人造成自身最大血量*%bfb%的魔法傷害\n<br><br>每次施法最多召喚兩個地獄火,召喚數量大於2時,每有一隻招不出來額外增加當此召喚地獄火50%%的攻擊力和20%%的血量<br><br>----------------------------<br>品質：<font color=\"#337ab7\">玄級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_dyh3_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升守衛10%的基礎攻擊力和10點攻擊速度</font>"
		"DOTA_Tooltip_ability_zljcjn_dyh3_duration"	"地獄火存活時間"
		"DOTA_Tooltip_ability_zljcjn_dyh6"	"<font color=\"#ffbc09\">地獄火</font>"
		"DOTA_Tooltip_ability_zljcjn_dyh6_Description"	"召喚一個地獄火，砸向地面，眩暈範圍內的敵人，並造成%baseDamage%+%i%*英雄主屬性的魔法傷害。<br><br>地獄火擁有英雄3倍的血量，%i%*英雄主屬性的攻擊力，1.0的攻擊間隔，100點初始攻擊速度。<br><br>擁有被動技能-獻祭。每秒對周圍%radius2%碼內的敵人造成自身最大血量*%bfb%的魔法傷害\n<br><br>----------------------------<br>品質：<font color=\"#ffbc09\">仙級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_dyh6_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升守衛10%的基礎攻擊力和10點攻擊速度</font>"
		"DOTA_Tooltip_ability_zljcjn_dyh6_duration"	"地獄火存活時間"
		"DOTA_Tooltip_ability_item_zljcjn_dyh3"	"<font color=\"#337ab7\">地獄火</font>"
		"DOTA_Tooltip_ability_item_zljcjn_dyh3_Description"	"品質：<font color=\"#337ab7\">玄級</font>\n技能類型：主動\n召喚一個地獄火，砸向地面，眩暈範圍內的敵人，並造成%baseDamage%+%i%*英雄主屬性的魔法傷害。<br><br>地獄火擁有英雄3倍的血量，英雄主屬性相關的攻擊力，0.9的攻擊間隔，100點初始攻擊速度,並攜帶致命一擊。<br><br>擁有被動技能-獻祭。每秒對一定範圍內的敵人造成跟自身最大血量相關的魔法傷害"
		"DOTA_Tooltip_ability_item_zljcjn_dyh3_duration"	"地獄火存活時間"
		"DOTA_Tooltip_ability_item_zljcjn_dyh6"	"<font color=\"#ffbc09\">地獄火</font>"
		"DOTA_Tooltip_ability_item_zljcjn_dyh6_Description"	"品質：<font color=\"#ffbc09\">仙級</font>\n技能類型：主動\n召喚一個地獄火，砸向地面，眩暈範圍內的敵人，並造成%baseDamage%+%i%*英雄主屬性的魔法傷害。<br><br>地獄火擁有英雄3倍的血量，英雄主屬性相關的攻擊力，0.8的攻擊間隔，100點初始攻擊速度,並攜帶致命一擊<br><br>擁有被動技能-獻祭。每秒對一定範圍內的敵人造成跟自身最大血量相關的魔法傷害"
		"DOTA_Tooltip_ability_item_zljcjn_dyh6_duration"	"地獄火存活時間"
		"DOTA_Tooltip_ability_item_zljcjn_bsbp1"	"冰霜爆破"
		"DOTA_Tooltip_ability_item_zljcjn_bsbp1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：被動\n攻擊時有一定概率對目標一定範圍內的敵人造成跟智力相關的魔法傷害"
		"DOTA_Tooltip_ability_zljcjn_bsbp1"	"冰霜爆破"
		"DOTA_Tooltip_ability_zljcjn_bsbp1_Description"	"攻擊時有%chance%%%的概率對目標範圍內%radius%碼的敵人造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_bsbp1_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_bsbp2"	"<font color=\"#5cb85c\">冰霜爆破</font>"
		"DOTA_Tooltip_ability_zljcjn_bsbp2_Description"	"攻擊時有%chance%%%的概率對目標範圍內%radius%碼的敵人造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#5cb85c\">黃級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_bsbp2_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_bsbp3"	"<font color=\"#337ab7\">冰霜爆破</font>"
		"DOTA_Tooltip_ability_zljcjn_bsbp3_Description"	"攻擊時有%chance%%%的概率對目標範圍內%radius%碼的敵人造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#337ab7\">玄級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_bsbp3_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_bsbp4"	"<font color=\"#9400D3\">冰霜爆破</font>"
		"DOTA_Tooltip_ability_zljcjn_bsbp4_Description"	"攻擊時有%chance%%%的概率對目標範圍內%radius%碼的敵人造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#9400D3\">地級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_bsbp4_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_bsbp5"	"<font color=\"#fe6d15\">冰霜爆破</font>"
		"DOTA_Tooltip_ability_zljcjn_bsbp5_Description"	"攻擊時有%chance%%%的概率對目標範圍內%radius%碼的敵人造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#fe6d15\">天級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_bsbp5_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_bsbp6"	"<font color=\"#ffbc09\">冰霜爆破</font>"
		"DOTA_Tooltip_ability_zljcjn_bsbp6_Description"	"攻擊時有%chance%%%的概率對目標範圍內%radius%碼的敵人造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#ffbc09\">仙級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_bsbp6_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_item_zljcjn_bsbp2"	"<font color=\"#5cb85c\">冰霜爆破</font>"
		"DOTA_Tooltip_ability_item_zljcjn_bsbp2_Description"	"品質：<font color=\"#5cb85c\">黃級</font>\n技能類型：被動\n攻擊時有一定概率對目標一定範圍內的敵人造成跟智力相關的魔法傷害"
		"DOTA_Tooltip_ability_item_zljcjn_bsbp3"	"<font color=\"#337ab7\">冰霜爆破</font>"
		"DOTA_Tooltip_ability_item_zljcjn_bsbp3_Description"	"品質：<font color=\"#337ab7\">玄級</font>\n技能類型：被動\n攻擊時有一定概率對目標一定範圍內的敵人造成跟智力相關的魔法傷害"
		"DOTA_Tooltip_ability_item_zljcjn_bsbp4"	"<font color=\"#9400D3\">冰霜爆破</font>"
		"DOTA_Tooltip_ability_item_zljcjn_bsbp4_Description"	"品質：<font color=\"#9400D3\">地級</font>\n技能類型：被動\n攻擊時有一定概率對目標一定範圍內的敵人造成跟智力相關的魔法傷害"
		"DOTA_Tooltip_ability_item_zljcjn_bsbp5"	"<font color=\"#fe6d15\">冰霜爆破</font>"
		"DOTA_Tooltip_ability_item_zljcjn_bsbp5_Description"	"品質：<font color=\"#fe6d15\">天級</font>\n技能類型：被動\n攻擊時有一定概率對目標一定範圍內的敵人造成跟智力相關的魔法傷害"
		"DOTA_Tooltip_ability_item_zljcjn_bsbp6"	"<font color=\"#ffbc09\">冰霜爆破</font>"
		"DOTA_Tooltip_ability_item_zljcjn_bsbp6_Description"	"品質：<font color=\"#ffbc09\">仙級</font>\n技能類型：被動\n攻擊時有一定概率對目標一定範圍內的敵人造成跟智力相關的魔法傷害"
		"DOTA_Tooltip_ability_item_zljcjn_lypj1"	"烈焰破擊"
		"DOTA_Tooltip_ability_item_zljcjn_lypj1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：被動\n攻擊時有一定概率對目標敵人造成跟智力相關的魔法傷害"
		"DOTA_Tooltip_ability_item_zljcjn_lypj2"	"<font color=\"#5cb85c\">烈焰破擊</font>"
		"DOTA_Tooltip_ability_item_zljcjn_lypj2_Description"	"品質：<font color=\"#5cb85c\">黃級</font>\n技能類型：被動\n攻擊時有一定概率對目標敵人造成跟智力相關的魔法傷害"
		"DOTA_Tooltip_ability_item_zljcjn_lypj3"	"<font color=\"#337ab7\">烈焰破擊</font>"
		"DOTA_Tooltip_ability_item_zljcjn_lypj3_Description"	"品質：<font color=\"#337ab7\">玄級</font>\n技能類型：被動\n攻擊時有一定概率對目標敵人造成跟智力相關的魔法傷害"
		"DOTA_Tooltip_ability_item_zljcjn_lypj4"	"<font color=\"#9400D3\">烈焰破擊</font>"
		"DOTA_Tooltip_ability_item_zljcjn_lypj4_Description"	"品質：<font color=\"#9400D3\">地級</font>\n技能類型：被動\n攻擊時有一定概率對目標敵人造成跟智力相關的魔法傷害"
		"DOTA_Tooltip_ability_item_zljcjn_lypj5"	"<font color=\"#fe6d15\">烈焰破擊</font>"
		"DOTA_Tooltip_ability_item_zljcjn_lypj5_Description"	"品質：<font color=\"#fe6d15\">天級</font>\n技能類型：被動\n攻擊時有一定概率對目標敵人造成跟智力相關的魔法傷害"
		"DOTA_Tooltip_ability_item_zljcjn_lypj6"	"<font color=\"#ffbc09\">烈焰破擊</font>"
		"DOTA_Tooltip_ability_item_zljcjn_lypj6_Description"	"品質：<font color=\"#ffbc09\">仙級</font>\n技能類型：被動\n攻擊時有一定概率對目標敵人造成跟智力相關的魔法傷害"
		"DOTA_Tooltip_ability_item_zljcjn_dxcq2"	"<font color=\"#5cb85c\">地穴蟲群</font>"
		"DOTA_Tooltip_ability_item_zljcjn_dxcq2_Description"	"品質：<font color=\"#5cb85c\">黃級</font>\n技能類型：被動\n每次攻擊命中之後都有一定概率觸發%max%道食腐蟲，肆虐一條線上的敵人造成跟智力相關的魔法傷害"
		"DOTA_Tooltip_ability_item_zljcjn_dxcq1"	"地穴蟲群"
		"DOTA_Tooltip_ability_item_zljcjn_dxcq1_Description"	"品質：<font color=\"#fff\">白品</font>\n技能類型：被動\n每次攻擊命中之後都有一定概率觸發%max%道食腐蟲，肆虐一條線上的敵人造成跟智力相關的魔法傷害"
		"DOTA_Tooltip_ability_item_zljcjn_dxcq3"	"<font color=\"#337ab7\">地穴蟲群</font>"
		"DOTA_Tooltip_ability_item_zljcjn_dxcq3_Description"	"品質：<font color=\"#337ab7\">玄級</font>\n技能類型：被動\n每次攻擊命中之後都有一定概率觸發%max%道食腐蟲，肆虐一條線上的敵人造成跟智力相關的魔法傷害"
		"DOTA_Tooltip_ability_item_zljcjn_dxcq4"	"<font color=\"#9400D3\">地穴蟲群</font>"
		"DOTA_Tooltip_ability_item_zljcjn_dxcq4_Description"	"品質：<font color=\"#9400D3\">地級</font>\n技能類型：被動\n每次攻擊命中之後都有一定概率觸發%max%道食腐蟲，肆虐一條線上的敵人造成跟智力相關的魔法傷害"
		"DOTA_Tooltip_ability_item_zljcjn_dxcq5"	"<font color=\"#fe6d15\">地穴蟲群</font>"
		"DOTA_Tooltip_ability_item_zljcjn_dxcq5_Description"	"品質：<font color=\"#fe6d15\">天級</font>\n技能類型：被動\n每次攻擊命中之後都有一定概率觸發%max%道食腐蟲，肆虐一條線上的敵人造成跟智力相關的魔法傷害"
		"DOTA_Tooltip_ability_item_zljcjn_dxcq6"	"<font color=\"#ffbc09\">地穴蟲群</font>"
		"DOTA_Tooltip_ability_item_zljcjn_dxcq6_Description"	"品質：<font color=\"#ffbc09\">仙級</font>\n技能類型：被動\n每次攻擊命中之後都有一定概率觸發%max%道食腐蟲，肆虐一條線上的敵人造成跟智力相關的魔法傷害"
		"DOTA_Tooltip_ability_zljcjn_lypj1"	"烈焰破擊"
		"DOTA_Tooltip_ability_zljcjn_lypj1_Description"	"攻擊時有%chance%%%的概率對目標敵人造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_lypj1_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_lypj1_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_lypj2"	"<font color=\"#5cb85c\">烈焰破擊</font>"
		"DOTA_Tooltip_ability_zljcjn_lypj2_Description"	"攻擊時有%chance%%%的概率對目標敵人造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#5cb85c\">黃級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_lypj2_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_lypj2_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_lypj3"	"<font color=\"#337ab7\">烈焰破擊</font>"
		"DOTA_Tooltip_ability_zljcjn_lypj3_Description"	"攻擊時有%chance%%%的概率對目標敵人造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#337ab7\">玄級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_lypj3_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_lypj3_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_lypj4"	"<font color=\"#9400D3\">烈焰破擊</font>"
		"DOTA_Tooltip_ability_zljcjn_lypj4_Description"	"攻擊時有%chance%%%的概率對目標敵人造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#9400D3\">地級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_lypj4_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_lypj4_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_lypj5"	"<font color=\"#fe6d15\">烈焰破擊</font>"
		"DOTA_Tooltip_ability_zljcjn_lypj5_Description"	"攻擊時有%chance%%%的概率對目標敵人造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#fe6d15\">天級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_lypj5_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_lypj5_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_lypj6"	"<font color=\"#ffbc09\">烈焰破擊</font>"
		"DOTA_Tooltip_ability_zljcjn_lypj6_Description"	"攻擊時有%chance%%%的概率對目標敵人造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#ffbc09\">仙級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_lypj6_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_lypj6_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_dxcq2"	"<font color=\"#5cb85c\">地穴蟲群</font>"
		"DOTA_Tooltip_ability_zljcjn_dxcq2_Description"	"每次攻擊命中之後都有%chance%%%的概率觸發%max%道地穴蟲群，對一條線上的敵人造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#5cb85c\">黃級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_dxcq2_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_dxcq2_i"	"基礎傷害係數"
		"DOTA_Tooltip_ability_zljcjn_dxcq2_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_dxcq1"	"地穴蟲群"
		"DOTA_Tooltip_ability_zljcjn_dxcq1_Description"	"每次攻擊命中之後都有%chance%%%的概率觸發%max%道地穴蟲群，對一條線上的敵人造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：白色<br>"
		"DOTA_Tooltip_ability_zljcjn_dxcq1_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_dxcq1_i"	"基礎傷害係數"
		"DOTA_Tooltip_ability_zljcjn_dxcq1_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_dxcq3"	"<font color=\"#337ab7\">地穴蟲群</font>"
		"DOTA_Tooltip_ability_zljcjn_dxcq3_Description"	"每次攻擊命中之後都有%chance%%%的概率觸發%max%道地穴蟲群，對一條線上的敵人造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#337ab7\">玄級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_dxcq3_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_dxcq3_i"	"基礎傷害係數"
		"DOTA_Tooltip_ability_zljcjn_dxcq3_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_dxcq4"	"<font color=\"#9400D3\">地穴蟲群</font>"
		"DOTA_Tooltip_ability_zljcjn_dxcq4_Description"	"每次攻擊命中之後都有%chance%%%的概率觸發%max%道地穴蟲群，對一條線上的敵人造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#9400D3\">地級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_dxcq4_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_dxcq4_i"	"基礎傷害係數"
		"DOTA_Tooltip_ability_zljcjn_dxcq4_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_dxcq5"	"<font color=\"#fe6d15\">地穴蟲群</font>"
		"DOTA_Tooltip_ability_zljcjn_dxcq5_Description"	"每次攻擊命中之後都有%chance%%%的概率觸發%max%道地穴蟲群，對一條線上的敵人造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#fe6d15\">天級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_dxcq5_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_dxcq5_i"	"基礎傷害係數"
		"DOTA_Tooltip_ability_zljcjn_dxcq5_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_zljcjn_dxcq6"	"<font color=\"#ffbc09\">地穴蟲群</font>"
		"DOTA_Tooltip_ability_zljcjn_dxcq6_Description"	"每次攻擊命中之後都有%chance%%%的概率觸發%max%道地穴蟲群，對一條線上的敵人造成智力*%i%的魔法傷害<br><br>----------------------------<br>品質：<font color=\"#ffbc09\">仙級</font><br>"
		"DOTA_Tooltip_ability_zljcjn_dxcq6_Lore"	"<font color=\"#f0ad4e\">每級技能等級都會提升10%的基礎傷害</font>"
		"DOTA_Tooltip_ability_zljcjn_dxcq6_i"	"基礎傷害係數"
		"DOTA_Tooltip_ability_zljcjn_dxcq6_baseDamage"	"基礎傷害"
		"DOTA_Tooltip_ability_boss_two_kill_sx"	"嗜血"
		"DOTA_Tooltip_ability_boss_two_kill_sx_Description"	"進入暴怒狀態，攻擊附帶吸血"
		"DOTA_Tooltip_modifier_boss_two_kill_sx_2"	"嗜血"
		"DOTA_Tooltip_modifier_boss_two_kill_sx_2_Description"	"攻擊將會回復生命值"
		"DOTA_Tooltip_modifier_yj_1_1"	"戰吼藥劑"
		"DOTA_Tooltip_modifier_yj_1_1_Description"	"基礎攻擊力+%dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_yj_1_2"	"狂暴藥劑"
		"DOTA_Tooltip_modifier_yj_1_2_Description"	"攻擊速度+%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%"
		"DOTA_Tooltip_modifier_yj_1_3"	"秘術藥劑"
		"DOTA_Tooltip_modifier_yj_1_3_Description"	"技能傷害+%dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_yj_1_4"	"潛能藥劑"
		"DOTA_Tooltip_modifier_yj_1_4_Description"	"冷卻縮減-%dMODIFIER_PROPERTY_COOLDOWN_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_yj_1_5"	"守護藥劑"
		"DOTA_Tooltip_modifier_yj_1_5_Description"	"減傷係數+30"
		"DOTA_Tooltip_ability_yxtfjn_heidong"	"謎團--黑洞"
		"npc_dota_hero_enigma"	"謎團"
		"DOTA_Tooltip_ability_yxtfjn_heidong_Description"	"召喚一個強引力漩渦吸住敵方單位。被黑洞影響的單位不能移動、攻擊或施法<br><br>並每秒對被影響的單位造成目標最大生命值*生命值係數+智力*傷害係數的魔法傷害"
		"DOTA_Tooltip_ability_yxtfjn_heidong_duration"	"黑洞持續時間"
