"lang"
{
	"Language"	"SChinese"
	"Tokens"
	{
		"BOSS_1"	"亡灵骑士"
		"DOTA_Tooltip_modifiy_shopmall_zjzc_20_Description"	"智力+100"
		"DOTA_Tooltip_modifiy_shopmall_zjzc_21"	"格挡"
		"DOTA_Tooltip_modifiy_shopmall_zjzc_21_Description"	"伤害豁免+2%%"
		"DOTA_Tooltip_modifiy_shopmall_zjzc_22"	"掠夺"
		"DOTA_Tooltip_modifiy_shopmall_zjzc_22_Description"	"金钱加成+10%%"
		"DOTA_Tooltip_modifiy_shopmall_zjzc_23"	"恩泽"
		"DOTA_Tooltip_modifiy_shopmall_zjzc_23_Description"	"经验加成+10%%"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_1"	"智慧术"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_1_Description"	"魔法值+200"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_2"	"召唤术"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_2_Description"	"召唤物强度+40%%"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_3"	"武器娴熟"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_3_Description"	"攻击力+40%%"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_4"	"元素学"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_4_Description"	"技能伤害+20%% "
		"DOTA_Tooltip_modifiy_shopmall_gjzc_5"	"冥想术"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_5_Description"	"魔法回复+8"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_6"	"耐力"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_6_Description"	"最大生命值+20%%"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_7"	"力量"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_7_Description"	"基础力量+40%%"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_8"	"敏捷"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_8_Description"	"基础敏捷+40%%"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_9"	"智力"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_9_Description"	"基础智力+40%%"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_10"	"灵活"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_10_Description"	"攻击速度+40"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_11"	"迅捷"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_11_Description"	"移动速度+20"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_12"	"法术抵抗"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_12_Description"	"魔法抗性+12"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_13"	"防御"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_13_Description"	"防御+40"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_14"	"坚韧"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_14_Description"	"状态抗性+4%%"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_15"	"高级暴击"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_15_Description"	"暴击概率+6%%"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_16"	"暴伤"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_16_Description"	"暴击伤害+40%%"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_17"	"治愈术"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_17_Description"	"生命恢复+4%%"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_18"	"力量锻炼"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_18_Description"	"力量+200"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_19"	"敏捷锻炼"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_19_Description"	"敏捷+200"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_20"	"智力锻炼"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_20_Description"	"智力+200"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_21"	"格挡"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_21_Description"	"伤害豁免+4%%"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_22"	"掠夺"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_22_Description"	"金钱加成+20%%"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_23"	"恩泽"
		"DOTA_Tooltip_modifiy_shopmall_gjzc_23_Description"	"经验加成+20%%"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_1"	"宝物获取"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_1_Description"	"每死亡一个灾厄领主都会额外获得一件宝物"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_2"	"腐蚀"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_2_Description"	"攻击命中会减少目标20%%的护甲（不可叠加） 持续10s"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_2_buff"	"腐蚀"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_2_buff_Description"	"护甲减少-%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%点"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_3"	"多重施法专精"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_3_Description"	"多重施法次数+1(必须得拥有多重施法才会生效)"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_4"	"施法狂暴"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_4_Description"	"施法增加自身80%%的基础主属性(不叠加),持续10s"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_4_buff"	"施法狂暴"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_4_buff_Description"	"主属性+%dMODIFIER_PROPERTY_BONUS_DAY_VISION%点"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_5"	"奥术回复"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_5_Description"	"施法有20%%概率回复自身50%%的魔法值"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_6"	"我超勇的"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_6_Description"	"每击杀一个单位,增加自身1%%的基础主属性,持续60s(每层buff持续时间独立计算)"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_7"	"鲜血"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_7_Description"	"每击杀一个单位,增加 (当前波数/5)点的主属性"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_8"	"BOSS杀手"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_8_Description"	"灾厄领主出现时,基础全属性+100%%,持续180s"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_9"	"召唤符文"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_9_Description"	"召唤物数量倍数+0.5"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_11"	"暴虐符文"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_11_Description"	"物理暴击概率+20%%,物理暴击伤害+100%%"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_13"	"驯化符文"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_13_Description"	"召唤强度+100%%"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_15"	"黄金符文"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_15_Description"	"金钱加成+100%%"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_16"	"天命符文"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_16_Description"	"天命值+40"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_17"	"神谕符文"
		"DOTA_Tooltip_modifiy_shopmall_cmzc_17_Description"	"经验加成+100%%"
		"DOTA_Tooltip_modifiy_shopmall_tszc_1"	"多重施法符文"
		"DOTA_Tooltip_modifiy_shopmall_tszc_1_Description"	"获得多重施法(不与多重施法--智力专精共存,但多重施法次数+1,非智力英雄触发多重的概率为75%%)"
		"DOTA_Tooltip_modifiy_shopmall_tszc_2"	"疾影"
		"DOTA_Tooltip_modifiy_shopmall_tszc_2_Description"	"攻击间隔锁定为0.5"
		"DOTA_Tooltip_modifiy_shopmall_tszc_3"	"不屈"
		"DOTA_Tooltip_modifiy_shopmall_tszc_3_Description"	"状态抗性+99"
		"DOTA_Tooltip_modifiy_shopmall_tszc_4"	"能量符文"
		"DOTA_Tooltip_modifiy_shopmall_tszc_4_Description"	"每1秒，回复自身15%%的状态"
		"DOTA_Tooltip_modifiy_shopmall_tszc_5"	"奥术至高符文"
		"DOTA_Tooltip_modifiy_shopmall_tszc_5_Description"	"每10S,刷新自身所有技能"
		"DOTA_Tooltip_modifiy_shopmall_tszc_6"	"吞噬符文"
		"DOTA_Tooltip_modifiy_shopmall_tszc_6_Description"	"每杀死1个单位,增加(当前波数/6)的基础全属性 "
		"DOTA_Tooltip_modifiy_shopmall_tszc_6_buff"	"吞噬符文"
		"DOTA_Tooltip_modifiy_shopmall_tszc_6_buff_Description"	"全属性+%dMODIFIER_PROPERTY_BONUS_DAY_VISION%点"
		"DOTA_Tooltip_modifiy_shopmall_tszc_9"	"钻研符文"
		"DOTA_Tooltip_modifiy_shopmall_tszc_9_Description"	"使用技能提升数值+60%%"
		"DOTA_Tooltip_modifiy_shopmall_tszc_10"	"宝物符文"
		"DOTA_Tooltip_modifiy_shopmall_tszc_10_Description"	"每2分钟给与英雄1个宝物"
		"DOTA_Tooltip_modifier_ion_shell_datadriven"	"离子外壳"
		"DOTA_Tooltip_modifier_surge_datadriven"	"奔腾之光"
		"cw_3_11"	"末日宝宝"
		"DOTA_Tooltip_ability_courier_yk_1"	"末日宝宝特效"
		"DOTA_Tooltip_ability_item_xhp_tyboss_1_Note0"	"一个玩家最多可以使用10次"
		"DOTA_Tooltip_ability_item_sq_1_9_1"	"神之权杖"
		"DOTA_Tooltip_ability_item_sq_1_9_1_Description"	"<font color=\"#5CB85C\">群蛇守卫数量+%lvv%<br>地狱火数量+%lv%<br>死亡守卫数量+%lv%</font><br><font color=\"#5cb85c\">生命爆发伤害倍数+%lvvv%%%</font><br><font color=\"#5cb85c\">嗜血术伤害倍数+%lvvv%%%</font><br>"
		"DOTA_Tooltip_ability_item_sq_1_9_1_Lore"	"召唤物的数量的向上取整"
		"DOTA_Tooltip_ability_item_sq_2_9_1"	"神之权杖"
		"DOTA_Tooltip_ability_item_sq_2_9_1_Description"	"<font color=\"#5CB85C\">群蛇守卫数量+%lvv%<br>地狱火数量+%lv%<br>死亡守卫数量+%lv%</font><br><font color=\"#5cb85c\">生命爆发伤害倍数+%lvvv%%%</font><br><font color=\"#5cb85c\">嗜血术伤害倍数+%lvvv%%%</font><br>"
		"DOTA_Tooltip_ability_item_sq_2_9_1_Lore"	"召唤物的数量的向上取整"
		"DOTA_Tooltip_ability_item_sq_3_9_1"	"神之权杖"
		"DOTA_Tooltip_ability_item_sq_3_9_1_Description"	"<font color=\"#5CB85C\">群蛇守卫数量+%lvv%<br>地狱火数量+%lv%<br>死亡守卫数量+%lv%</font><br><font color=\"#5cb85c\">生命爆发伤害倍数+%lvvv%%%</font><br><font color=\"#5cb85c\">嗜血术伤害倍数+%lvvv%%%</font><br>"
		"DOTA_Tooltip_ability_item_sq_3_9_1_Lore"	"召唤物的数量的向上取整"
		"DOTA_Tooltip_ability_item_mj_random_3"	"技能提升--一键使用"
		"DOTA_Tooltip_ability_item_mj_random_3_Description"	"购买后，消耗全部杀敌点数随机提升技能的随机属性\n每次购买需要消耗全部杀敌积分"
		"DOTA_Tooltip_ability_item_mj_random_3_Lore"	"如果英雄没有技能则不消耗杀敌积分"
		"npc_dota_hero_earthshaker"	"撼地神牛"
		"npc_dota_hero_wraith_king"	"冥魂大帝"
		"npc_dota_hero_life_stealer"	"噬魂鬼"
		"npc_dota_hero_lycan"	"狼人"
		"npc_dota_hero_morphling"	"水人"
		"npc_dota_hero_lone_druid"	"德鲁伊"
		"npc_dota_hero_ursa"	"熊战士"
		"npc_dota_hero_slark"	"斯拉克"
		"npc_dota_hero_puck"	"帕克"
		"npc_dota_hero_lion"	"莱恩"
		"npc_dota_hero_warlock"	"术士"
		"npc_dota_hero_enchantress"	"魅惑魔女"
		"DOTA_Tooltip_ability_yxtfjn_hdsn"	"撼地神牛--余震"
		"DOTA_Tooltip_ability_yxtfjn_hdsn_Description"	"每次施法都会对周围的单位造成系数*力量的魔法伤害,并眩晕敌人%duration%秒,对灾厄领主眩晕时间效果弱化3倍"
		"DOTA_Tooltip_ability_yxtfjn_hdsn_Lore"	"<font color=\"#337ab7\">英雄达到30.60.90.120.150级将依次提升一级天赋技能</font>"
		"DOTA_Tooltip_ability_yxtfjn_hdsn_radius"	"作用范围"
		"DOTA_Tooltip_ability_yxtfjn_hdsn_duration"	"眩晕时间"
		"DOTA_Tooltip_ability_yxtfjn_klw"	"骷髅王--本命一击"
		"DOTA_Tooltip_ability_yxtfjn_klw_Description"	"每次攻击有%chance%%%的概率造成暴击伤害,并回复30%%的生命值"
		"DOTA_Tooltip_ability_yxtfjn_ssg"	"盛宴"
		"DOTA_Tooltip_ability_yxtfjn_ssg_Description"	"食尸鬼每次攻击时还会根据自身最大生命值造成伤害并治疗0.1倍伤害的生命值"
		"DOTA_Tooltip_ability_yxtfjn_ssg_hp_leech_percent"	"%最大生命值"
		"DOTA_Tooltip_ability_yxtfjn_yxqs"	"野性驱使"
		"DOTA_Tooltip_ability_yxtfjn_pake"	"相位转移"
		"DOTA_Tooltip_ability_yxtfjn_laien"	"死亡之指"
		"DOTA_Tooltip_ability_yxtfjn_shushi"	"地狱火领主"
		"DOTA_Tooltip_ability_yxtfjn_mhmn"	"推进"
		"DOTA_Tooltip_ability_yxtfjn_pake_Description"	"帕克暂时将自己转移到另一个位面，从而免疫伤害，并持续对周围%radius%码的敌人发动普通攻击。每次最多不超过6个单位"
		"npc_dota_hero_skeleton_king"	"冥魂大帝"
		"DOTA_Tooltip_ability_item_buy_sds_1"	"召唤冤魔"
		"DOTA_Tooltip_ability_item_buy_sds_1_Description"	"花费BOSS点数召唤一个冤魔，击杀后获得1000*召唤次数的杀敌点数"
		"DOTA_Tooltip_ability_item_buy_sds_1_Lore"	"<font color=\"#5bc0de\">最多只可购买10次</font>"
		"ym_BOSS_1"	"冤魔"
		"DOTA_Tooltip_ability_tyboss_1"	"怨念"
		"DOTA_Tooltip_ability_tyboss_1_Description"	"增加附近友军的攻击速度"
		"DOTA_Tooltip_modifier_tyboss_2"	"怨念"
		"DOTA_Tooltip_modifier_tyboss_2_Description"	"攻击速度+%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%点"
		"DOTA_Tooltip_ability_yxtfjn_hhjl_duration_tooltip"	"持续时间"
		"DOTA_Tooltip_ability_yxtfjn_hhjl_jnsh"	"技能伤害+"
		"DOTA_Tooltip_ability_yxtfjn_hhjl_gjsd"	"攻击速度+"
		"DOTA_Tooltip_ability_yxtfjn_fczh_zjqsx"	"系数"
		"DOTA_Tooltip_ability_yxtfjn_fczh_fhjssj"	"复活时间-"
		"DOTA_Tooltip_ability_yxtfjn_shawang_bfb"	"%系数"
		"DOTA_Tooltip_ability_yxtfjn_sw_bonus_speed"	"攻击速度+"
		"DOTA_Tooltip_ability_yxtfjn_hdsn_i"	"系数"
		"DOTA_Tooltip_ability_yxtfjn_tf_bfb"	"系数"
		"DOTA_Tooltip_ability_yxtfjn_jtzhg_i"	"伤害系数"
		"DOTA_Tooltip_ability_yxtfjn_jtzhg_ii"	"系数"
		"DOTA_Tooltip_ability_yxtfjn_gzsw_sjjzl"	"智力+"
		"DOTA_Tooltip_ability_yxtfjn_zs_i"	"%系数"
		"DOTA_Tooltip_ability_yxtfjn_kblr_sjjmj"	"敏捷+"
		"DOTA_Tooltip_ability_yxtfjn_arhqs_bonus_range"	"射程+"
		"DOTA_Tooltip_ability_yxtfjn_arhqs_bonus_attack"	"%攻击力+"
		"DOTA_Tooltip_ability_yxtfjn_xkjm_i"	"伤害系数"
		"DOTA_Tooltip_ability_yxtfjn_lxk_i"	"伤害系数"
		"DOTA_Tooltip_ability_yxtfjn_brmzs_sjjll"	"力量+"
		"DOTA_Tooltip_ability_yxtfjn_qqz_ii"	"%系数"
		"DOTA_Tooltip_ability_yxtfjn_qqz_jnsh"	"%技能伤害+"
		"DOTA_Tooltip_ability_yxtfjn_srmfs_sjjqsx"	"全属性+"
		"DOTA_Tooltip_ability_yxtfjn_swqs_hf"	"%系数"
		"DOTA_Tooltip_ability_yxtfjn_qnqs_armor"	"护甲+"
		"DOTA_Tooltip_ability_yxtfjn_qnqs_mk"	"魔法抗性+"
		"DOTA_Tooltip_ability_yxtfjn_qnqs_shjmbfb"	"减伤系数+"
		"DOTA_Tooltip_ability_yxtfjn_yznqs_i"	"%攻击力+"
		"DOTA_Tooltip_ability_yxtfjn_sye_bfb"	"%护甲-"
		"DOTA_Tooltip_ability_yxtfjn_cmss_i"	"智力窃取"
		"DOTA_Tooltip_ability_yxtfjn_js_i"	"系数"
		"DOTA_Tooltip_ability_yxtfjn_emls_shhm"	"%免疫概率"
		"DOTA_Tooltip_ability_yxtfjn_heidong_bfb"	"生命值系数"
		"DOTA_Tooltip_ability_yxtfjn_heidong_i"	"伤害系数"
		"DOTA_Tooltip_ability_yxtfjn_gbs_shjmbfb"	"减伤系数"
		"DOTA_Tooltip_ability_yxtfjn_xz_zhwsh"	"%伤害增加"
		"DOTA_Tooltip_ability_yxtfjn_sjlr_i"	"金钱倍数"
		"DOTA_Tooltip_ability_yxtfjn_kjmw_reduce_attack"	"%攻击力-"
		"DOTA_Tooltip_ability_yxtfjn_bjsn_sjjzl"	"智力+"
		"DOTA_Tooltip_ability_yxtfjn_bjsn_mfhf"	"魔法值"
		"DOTA_Tooltip_ability_yxtfjn_tknw_fsxx"	"%法术吸血+"
		"DOTA_Tooltip_ability_yxtfjn_klw_multiple"	"%暴击伤害"
		"DOTA_Tooltip_ability_yxtfjn_xm_i"	"系数"
		"DOTA_Tooltip_ability_yxtfjn_xm_ii"	"最大生命值+"
		"DOTA_Tooltip_ability_yxtfjn_lljk_bonus"	"%攻击力+"
		"DOTA_Tooltip_ability_yxtfjn_gmyx_sjjmj"	"敏捷+"
		"DOTA_Tooltip_ability_yxtfjn_njhy_sjjmj"	"敏捷+"
		"DOTA_Tooltip_ability_yxtfjn_xhws_interval"	"间隔时间（秒）"
		"DOTA_Tooltip_ability_yxtfjn_xhws_bfb"	"系数"
		"DOTA_Tooltip_ability_yxtfjn_xhws_i"	"伤害系数"
		"DOTA_Tooltip_ability_zelz_qianghua"	"灾厄领主--强化"
		"DOTA_Tooltip_modifier_zelz_qianghua"	"灾厄领主--强化"
		"DOTA_Tooltip_modifier_zelz_qianghua_Description"	"狂暴了！"
		"DOTA_Tooltip_ability_item_xhp_tssq_1"	"滴血珠"
		"DOTA_Tooltip_ability_item_xhp_tssq_1_Description"	"融合自身物品栏最后一格的神器<br>并获得神器的全部属性"
		"DOTA_Tooltip_ability_item_xhp_tssq_1_Lore"	"每次使用成功都会增加下次的融合消耗<br>最多购买四次"
		"DOTA_Tooltip_modifier_ability_hero_2_3"	"跳跃--力"
		"DOTA_Tooltip_modifier_ability_hero_2_4"	"跳跃--敏"
		"DOTA_Tooltip_modifier_ability_hero_2_4_Description"	"攻击力+%dMODIFIER_PROPERTY_BASEDAMAGEOUTGOING_PERCENTAGE%%%，攻击速度+%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%点"
		"DOTA_Tooltip_modifier_ability_hero_2_3_Description"	"眩晕中"
		"DOTA_Tooltip_ability_jyg_11"	"诅咒"
		"DOTA_Tooltip_ability_jyg_11_Description"	"攻击命中会破坏目标的魔抗"
		"DOTA_Tooltip_ability_jyg_11_jshj"	"-魔抗"
		"DOTA_Tooltip_modifier_jyg_11_2"	"诅咒"
		"DOTA_Tooltip_modifier_jyg_11_2_Description"	"魔抗降低%dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%点"
		"DOTA_Tooltip_ability_jyg_12"	"撕裂护甲"
		"DOTA_Tooltip_ability_jyg_12_Description"	"攻击命中会破坏目标的护甲"
		"DOTA_Tooltip_ability_jyg_12_jshj"	"-护甲"
		"DOTA_Tooltip_modifier_jyg_12_2"	"撕裂护甲"
		"DOTA_Tooltip_modifier_jyg_12_2_Description"	"护甲降低%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%点"
		"DOTA_Tooltip_ability_jyg_13"	"撕裂伤口"
		"DOTA_Tooltip_ability_jyg_13_Description"	"攻击命中会破坏目标的魔抗"
		"DOTA_Tooltip_ability_jyg_13_jshj"	"-魔抗"
		"DOTA_Tooltip_modifier_jyg_13_2"	"撕裂伤口"
		"DOTA_Tooltip_modifier_jyg_13_2_Description"	"魔抗降低%dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%点"
		"DOTA_Tooltip_ability_jyg_14"	"伤口污染"
		"DOTA_Tooltip_ability_jyg_15"	"生命压制"
		"DOTA_Tooltip_modifier_jyg_14_buff"	"伤口污染"
		"DOTA_Tooltip_modifier_jyg_14_buff_Description"	"回复效果降低%dMODIFIER_PROPERTY_MP_REGEN_AMPLIFY_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_jyg_15_buff"	"生命压制"
		"DOTA_Tooltip_modifier_jyg_15_buff_Description"	"回复效果降低%fMODIFIER_PROPERTY_MP_REGEN_AMPLIFY_PERCENTAGE%%%"
		"DOTA_Tooltip_ability_jyg_16"	"死亡屏障"
		"DOTA_Tooltip_ability_jyg_16_Description"	"增加附近友方单位的护甲"
		"DOTA_Tooltip_ability_jyg_16_radius"	"作用范围"
		"DOTA_Tooltip_ability_jyg_16_reduce_armor"	"%护甲+"
		"DOTA_Tooltip_ability_jyg_16_reduce_magical"	"%魔抗-"
		"DOTA_Tooltip_modifier_jyg_16_3"	"死亡屏障"
		"DOTA_Tooltip_modifier_jyg_16_3_Description"	"护甲+%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%点"
		"DOTA_Tooltip_modifier_jyg_16_4"	"死亡屏障"
		"DOTA_Tooltip_modifier_jyg_16_4_Description"	"魔法抗性减少%dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%点"
		"DOTA_Tooltip_ability_jyg_17"	"瘟疫屏障"
		"DOTA_Tooltip_ability_jyg_17_Description"	"增加附近友方单位的魔抗"
		"DOTA_Tooltip_ability_jyg_17_radius"	"作用范围"
		"DOTA_Tooltip_ability_jyg_17_reduce_armor"	"%护甲-"
		"DOTA_Tooltip_ability_jyg_17_reduce_magical"	"%魔抗+"
		"DOTA_Tooltip_modifier_jyg_17_3"	"死亡屏障"
		"DOTA_Tooltip_modifier_jyg_17_3_Description"	"护甲减少%dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%点"
		"DOTA_Tooltip_modifier_jyg_17_4"	"瘟疫屏障"
		"DOTA_Tooltip_modifier_jyg_17_4_Description"	"魔法抗性+%dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%点"
		"DOTA_Tooltip_ability_item_zswq_12"	"12阶能量之心"
		"DOTA_Tooltip_ability_item_zswq_12_Description"	"<h1>主动：召唤BOSS</h1>（召唤前提：拥有13阶能量之心凭证）<br>花费640W金币，召唤装备BOSS，击杀后升级装备\n\n攻击命中敌人有一定概率触发星爆，对%radius%码范围内的敌人造成%i%*主属性的伤害并回复5倍主属性的的生命值\n\n攻击命中敌人时有一定概率对目标敌人造成%bj%% *攻击力的暴击伤害\n\n"
		"DOTA_Tooltip_ability_item_zswq_12_Lore"	"<font color=\"#337ab7\">该类型装备最多只能携带一件</font>"
		"DOTA_Tooltip_ability_item_zswq_12_xl"	"+血量"
		"DOTA_Tooltip_ability_item_zswq_12_fy"	"+防御"
		"DOTA_Tooltip_ability_item_zswq_12_zsx"	"+主属性"
		"DOTA_Tooltip_ability_item_zswq_12_damage"	"+攻击力"
		"DOTA_Tooltip_ability_item_zswq_12_attack_speed"	"+攻击速度"
		"DOTA_Tooltip_ability_item_zswq_12_zjsy"	"+移动速度"
		"DOTA_Tooltip_ability_item_zswq_12_mfkx"	"%+魔法抗性"
		"DOTA_Tooltip_ability_item_zswq_12_smhf"	"+生命回复"
		"DOTA_Tooltip_ability_item_zswq_12_bgjhx"	"+被攻击回血"
		"DOTA_Tooltip_ability_item_zswq_13"	"13阶能量之心"
		"DOTA_Tooltip_ability_item_zswq_13_Description"	"<h1>主动：召唤BOSS</h1>（召唤前提：拥有14阶能量之心凭证）<br>花费640W金币，召唤装备BOSS，击杀后升级装备\n\n攻击命中敌人有一定概率触发星爆，对%radius%码范围内的敌人造成%i%*主属性的伤害并回复5倍主属性的的生命值\n\n攻击命中敌人时有一定概率对目标敌人造成%bj%% *攻击力的暴击伤害\n\n"
		"DOTA_Tooltip_ability_item_zswq_13_Lore"	"<font color=\"#337ab7\">该类型装备最多只能携带一件</font>"
		"DOTA_Tooltip_ability_item_zswq_13_xl"	"+血量"
		"DOTA_Tooltip_ability_item_zswq_13_fy"	"+防御"
		"DOTA_Tooltip_ability_item_zswq_13_zsx"	"+主属性"
		"DOTA_Tooltip_ability_item_zswq_13_damage"	"+攻击力"
		"DOTA_Tooltip_ability_item_zswq_13_attack_speed"	"+攻击速度"
		"DOTA_Tooltip_ability_item_zswq_13_zjsy"	"+移动速度"
		"DOTA_Tooltip_ability_item_zswq_13_mfkx"	"%+魔法抗性"
		"DOTA_Tooltip_ability_item_zswq_13_smhf"	"+生命回复"
		"DOTA_Tooltip_ability_item_zswq_13_bgjhx"	"+被攻击回血"
		"DOTA_Tooltip_ability_item_zswq_14"	"14阶能量之心"
		"DOTA_Tooltip_ability_item_zswq_14_Description"	"\n攻击命中敌人有一定概率触发星爆，对%radius%码范围内的敌人造成%i%*主属性的伤害并回复5倍主属性的的生命值\n\n攻击命中敌人时有一定概率对目标敌人造成%bj%% *攻击力的暴击伤害\n\n"
		"DOTA_Tooltip_ability_item_zswq_14_Lore"	"<font color=\"#337ab7\">该类型装备最多只能携带一件</font>"
		"DOTA_Tooltip_ability_item_zswq_14_xl"	"+血量"
		"DOTA_Tooltip_ability_item_zswq_14_fy"	"+防御"
		"DOTA_Tooltip_ability_item_zswq_14_zsx"	"+主属性"
		"DOTA_Tooltip_ability_item_zswq_14_damage"	"+攻击力"
		"DOTA_Tooltip_ability_item_zswq_14_attack_speed"	"+攻击速度"
		"DOTA_Tooltip_ability_item_zswq_14_zjsy"	"+移动速度"
		"DOTA_Tooltip_ability_item_zswq_14_mfkx"	"%+魔法抗性"
		"DOTA_Tooltip_ability_item_zswq_14_smhf"	"+生命回复"
		"DOTA_Tooltip_ability_item_zswq_14_bgjhx"	"+被攻击回血"
		"DOTA_Tooltip_ability_item_xhp_tssq_2"	"融合珠"
		"DOTA_Tooltip_ability_item_xhp_tssq_2_Description"	"强行融合自身物品栏最后一格的神器<br>并获得神器的全部属性"
		"DOTA_Tooltip_ability_item_smbw_1"	"1级神秘宝物"
		"DOTA_Tooltip_ability_item_smbw_1_Description"	"<h1>宝箱</h1>打开后，可以从其中选取一个1级神秘宝物<br>"
		"DOTA_Tooltip_ability_item_smbw_2"	"2级神秘宝物"
		"DOTA_Tooltip_ability_item_smbw_2_Description"	"<h1>宝箱</h1>打开后，可以从其中选取一个2级神秘宝物<br>"
		"DOTA_Tooltip_ability_item_smbw_3"	"3级神秘宝物"
		"DOTA_Tooltip_ability_item_smbw_3_Description"	"<h1>宝箱</h1>打开后，可以从其中选取一个3级神秘宝物<br>"
		"DOTA_Tooltip_ability_item_smbw_4"	"4级神秘宝物"
		"DOTA_Tooltip_ability_item_smbw_4_Description"	"<h1>宝箱</h1>打开后，可以从其中选取一个4级神秘宝物<br>"
		"DOTA_Tooltip_ability_item_smbw_5"	"5级神秘宝物"
